,id,release,release_date,opening_revenue,original_language,budget,origin_country,production_companies,runtime,is_series,num_production_companies,release_month_1,release_month_2,release_month_3,release_month_4,release_month_5,release_month_6,release_month_7,release_month_8,release_month_9,release_month_10,release_month_11,release_month_12,12,14,16,18,27,28,35,36,37,53,80,99,878,9648,10402,10749,10751,10752,position_in_series,previous_film_release,previous_film_rating,cast_xp_median,cast_xp_sum,cast_rating_max,director,director_xp,director_rating_median,director_rating_max,writer,writer_xp_median,writer_xp_sum,writer_rating_median,writer_rating_max,production_room,writers_room,sound_room,crew,based_on_novel,genres,belongs_to_collection.id,belongs_to_collection.name,imdb_id
0,59,A History of Violence,9/23/2005,364000,en,32000000,['US'],"[{'id': 12, 'logo_path': '/2ycs64eqV5rqKYHyQK0GVoKGvfX.png', 'name': 'New Line Cinema', 'origin_country': 'US'}, {'id': 6363, 'logo_path': None, 'name': 'BenderSpink', 'origin_country': 'US'}, {'id': 11508, 'logo_path': None, 'name': 'Media I! Filmproduktion München & Company', 'origin_country': 'DE'}]",96,0,303,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,43,177,8.5,224,102,4.9,7.4,4484,3.5,7,4.7,5.8,13,3,18,73,0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",,,tt0399146
1,8976,A Lot Like Love,4/21/2005,7576593,en,30000000,['US'],"[{'id': 2977, 'logo_path': None, 'name': 'Kevin Messick Productions', 'origin_country': ''}, {'id': 9195, 'logo_path': '/geK5QOBsXIPGHutKwXtYjMUyYSG.png', 'name': 'Touchstone Pictures', 'origin_country': 'US'}, {'id': 2976, 'logo_path': None, 'name': 'Mile High Productions', 'origin_country': ''}, {'id': 10157, 'logo_path': '/iMTZBY3vbW1PMKbdVh50j1Z21WU.png', 'name': 'Beacon Pictures', 'origin_country': 'US'}]",107,0,413,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,12,71,7.6,24248,3,6.5,6.532,56459,0,0,0,0,5,1,13,36,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,,tt0391304
2,10077,A Sound of Thunder,5/15/2005,917398,en,80000000,"['GB', 'US']","[{'id': 1403, 'logo_path': '/pMTQNUhHCwr39CsS7yUmSg503E7.png', 'name': 'Franchise Pictures', 'origin_country': 'US'}, {'id': 2978, 'logo_path': None, 'name': 'Crusader Entertainment', 'origin_country': ''}, {'id': 16850, 'logo_path': None, 'name': 'ApolloMedia', 'origin_country': 'DE'}, {'id': 2234, 'logo_path': None, 'name': 'Baldwin Entertainment Group', 'origin_country': ''}, {'id': 87847, 'logo_path': None, 'name': 'Coco', 'origin_country': ''}, {'id': 2755, 'logo_path': None, 'name': 'Dante Entertainment', 'origin_country': ''}, {'id': 2979, 'logo_path': None, 'name': 'ETIC Films', 'origin_country': 'CZ'}, {'id': 1171, 'logo_path': None, 'name': 'Epsilon Motion Pictures', 'origin_country': 'CH'}, {'id': 87848, 'logo_path': None, 'name': 'Film 111', 'origin_country': ''}, {'id': 2980, 'logo_path': None, 'name': 'Forge', 'origin_country': ''}, {'id': 87849, 'logo_path': None, 'name': 'Jericho Productions Ltd.', 'origin_country': ''}, {'id': 87850, 'logo_path': None, 'name': 'MFF (Sound of Thunder)', 'origin_country': ''}, {'id': 87851, 'logo_path': None, 'name': 'Matrix Film Finance', 'origin_country': ''}, {'id': 2981, 'logo_path': None, 'name': 'QI Quality International GmbH Co. KG', 'origin_country': ''}, {'id': 87852, 'logo_path': None, 'name': 'Scenario Lane Productions', 'origin_country': ''}, {'id': 174, 'logo_path': '/zhD3hhtKB5qyv7ZeL4uLpNxgMVU.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}, {'id': 26147, 'logo_path': None, 'name': 'Mobius International', 'origin_country': 'US'}]",101,0,1532,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,21,114,10,37710,45,6,7.5,53297,6,61,6,10,31,4,16,133,0,"[{'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}]",,,tt0318081
3,8202,Æon Flux,11/30/2005,12661112,en,62000000,['US'],"[{'id': 4, 'logo_path': '/gz66EfNoYPqHTYI4q9UEN4CbHRc.png', 'name': 'Paramount Pictures', 'origin_country': 'US'}, {'id': 126, 'logo_path': '/kADPanRDkKTxncPXXVahvHPUvCj.png', 'name': 'Lakeshore Entertainment', 'origin_country': 'US'}, {'id': 11533, 'logo_path': '/tWM9pmzVYxok4GbQIttxdcml1yT.png', 'name': 'Valhalla Motion Pictures', 'origin_country': 'US'}, {'id': 746, 'logo_path': '/kc7bdIVTBkJYy9aDK1QDDTAL463.png', 'name': 'MTV Films', 'origin_country': 'US'}, {'id': 6041, 'logo_path': None, 'name': '(Colossal) Pictures', 'origin_country': 'US'}]",93,0,554,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,23,130,10,54025,2,6.3,6.3,54047,4,17,6.6,10,33,3,21,187,0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",,,tt0402022
4,22559,Aliens of the Deep,1/28/2005,479368,en,0,['US'],"[{'id': 2, 'logo_path': '/wdrCwmRnLFJhEoH8GSfymY85KHT.png', 'name': 'Walt Disney Pictures', 'origin_country': 'US'}, {'id': 10221, 'logo_path': '/99VfWRgKasZoyK9UVB39gnYvFrZ.png', 'name': 'Walden Media', 'origin_country': 'US'}]",95,0,228,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,27,8.4,2710,45,7,8.119,1192052,7,7,6.9,7.9,5,1,1,13,0,"[{'id': 99, 'name': 'Documentary'}]",,,tt0417415
5,12142,Alone in the Dark,1/28/2005,2834421,en,20000000,['US'],"[{'id': 1062, 'logo_path': None, 'name': 'Boll Kino Beteiligungs GmbH & Co. KG', 'origin_country': 'DE'}, {'id': 1063, 'logo_path': '/fpVBhNnopOZwGuF0gg99oBHp1ht.png', 'name': 'Brightlight Pictures', 'origin_country': 'CA'}, {'id': 1064, 'logo_path': None, 'name': 'Herold Productions', 'origin_country': 'DE'}, {'id': 2998, 'logo_path': None, 'name': 'Infogrames Entertainment', 'origin_country': 'FR'}, {'id': 102932, 'logo_path': None, 'name': 'AITD Productions', 'origin_country': ''}]",98,0,489,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,21,132,10,23799,22,2.9,4.8,71437,1,2,4.5355,5.971,24,3,15,143,0,"[{'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}]",149704,Alone in the Dark Collection,tt0369226
6,1947,An Unfinished Life,9/9/2005,749000,en,30000000,['US'],"[{'id': 14, 'logo_path': '/m6AHu84oZQxvq7n1rsvMNJIAsMu.png', 'name': 'Miramax', 'origin_country': 'US'}, {'id': 497, 'logo_path': '/wmxHM7w6JxbPwaopC6Sl4QSG2uH.png', 'name': 'Revolution Studios', 'origin_country': 'US'}, {'id': 7380, 'logo_path': None, 'name': 'Initial Entertainment Group', 'origin_country': 'US'}, {'id': 7965, 'logo_path': '/eZ6DeFO1mhHtzxB1aACcEzKqQ7L.png', 'name': 'The Ladd Company', 'origin_country': 'US'}, {'id': 20376, 'logo_path': None, 'name': 'Kalis Productions GmbH & Co. Zweite KG', 'origin_country': ''}, {'id': 810, 'logo_path': None, 'name': 'Persistent Entertainment', 'origin_country': ''}, {'id': 20377, 'logo_path': None, 'name': 'Unfinished Films', 'origin_country': ''}]",108,0,711,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,32,211,10,5306,38,6.1,10,20184,4,4,5.8,6,18,2,2,53,0,"[{'id': 18, 'name': 'Drama'}]",,,tt0350261
7,11637,Are We There Yet?,1/20/2005,18575214,en,32000000,['US'],"[{'id': 497, 'logo_path': '/wmxHM7w6JxbPwaopC6Sl4QSG2uH.png', 'name': 'Revolution Studios', 'origin_country': 'US'}, {'id': 2780, 'logo_path': '/hgdyY2exOpOXG3EkQR8WsUAUNBZ.png', 'name': 'Cube Vision', 'origin_country': 'US'}, {'id': 5, 'logo_path': '/71BqEFAF4V3qjjMPCpLuyJFB9A.png', 'name': 'Columbia Pictures', 'origin_country': 'US'}]",95,0,338,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,22,85,10,13581,11,5.4,6.3,70114,6,29,6.2,7.28,12,6,8,99,0,"[{'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",176118,The Are We Collection,tt0368578
8,8978,Assault on Precinct 13,1/19/2005,7000000,en,30000000,['US'],"[{'id': 134, 'logo_path': None, 'name': 'Rogue Pictures', 'origin_country': 'US'}, {'id': 729, 'logo_path': '/hNxGdbddbsDDnEWJ7RNLcGCRSLQ.png', 'name': 'Why Not Productions', 'origin_country': 'FR'}, {'id': 20449, 'logo_path': None, 'name': 'Liaison Films', 'origin_country': 'FR'}, {'id': 20450, 'logo_path': None, 'name': 'Biscayne Pictures', 'origin_country': ''}, {'id': 4253, 'logo_path': '/qgFBsEmKTckDM0Fk6ZTB8RyW0Rc.png', 'name': 'Don Carmody Productions', 'origin_country': 'CA'}, {'id': 10146, 'logo_path': '/xnFIOeq5cKw09kCWqV7foWDe4AA.png', 'name': 'Focus Features', 'origin_country': 'US'}, {'id': 153818, 'logo_path': None, 'name': 'Outlaw Pictures', 'origin_country': ''}]",109,0,687,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,34,185,8.3,58324,7,5.5,5.9,11770,43.5,87,6.1,8.1,27,2,30,141,0,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",,,tt0398712
9,13341,Bad News Bears,7/22/2005,11382472,en,30000000,['US'],"[{'id': 3490, 'logo_path': None, 'name': 'Media Talent Group', 'origin_country': 'US'}, {'id': 11510, 'logo_path': '/gg3gP2wHNNfOfLKdXGjYC9qJ9ok.png', 'name': 'Detour Filmproduction', 'origin_country': 'US'}, {'id': 4, 'logo_path': '/gz66EfNoYPqHTYI4q9UEN4CbHRc.png', 'name': 'Paramount Pictures', 'origin_country': 'US'}]",113,0,322,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,41,121,10,564,33,6.9,8.159,56412,2,9,5.8,8.065,2,3,1,15,0,"[{'id': 35, 'name': 'Comedy'}]",,,tt0408524
10,272,Batman Begins,6/10/2005,48745440,en,150000000,['US'],"[{'id': 174, 'logo_path': '/zhD3hhtKB5qyv7ZeL4uLpNxgMVU.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}, {'id': 429, 'logo_path': '/2Tc1P3Ac8M479naPp1kYT3izLS5.png', 'name': 'DC', 'origin_country': 'US'}, {'id': 9996, 'logo_path': '/3tvBqYsBhxWeHlu62SIJ1el93O7.png', 'name': 'Syncopy', 'origin_country': 'GB'}, {'id': 923, 'logo_path': '/8M99Dkt23MjQMTTWukq4m5XsEuo.png', 'name': 'Legendary Pictures', 'origin_country': 'US'}, {'id': 19231, 'logo_path': None, 'name': 'Patalex III Productions Limited', 'origin_country': ''}]",140,0,540,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,48,286,10,525,24,6.515,8.181,525,18,57,5.9,8.18,39,3,28,238,0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",263,The Dark Knight Collection,tt0372784
11,4551,Be Cool,3/4/2005,23450212,en,53000000,['US'],"[{'id': 21, 'logo_path': '/usUnaYV6hQnlVAXP6r4HwrlLFPG.png', 'name': 'Metro-Goldwyn-Mayer', 'origin_country': 'US'}, {'id': 216, 'logo_path': '/iKPzC6YxqNAk6fMoTtFhIF5p6yw.png', 'name': 'Jersey Films', 'origin_country': 'US'}, {'id': 215, 'logo_path': '/tQyeqkCj24krhY2W8qeAztcOS37.png', 'name': 'Double Feature Films', 'origin_country': 'US'}]",118,1,344,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,3423,6.47,35,247,10,37932,8,7.1285,8.2,37933,19,38,5.75,9.5,9,2,3,61,1,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",91698,Chili Palmer Collection,tt0377471
12,14177,Beauty Shop,4/22/2005,12801465,en,25000000,['US'],"[{'id': 21, 'logo_path': '/usUnaYV6hQnlVAXP6r4HwrlLFPG.png', 'name': 'Metro-Goldwyn-Mayer', 'origin_country': 'US'}, {'id': 2780, 'logo_path': '/hgdyY2exOpOXG3EkQR8WsUAUNBZ.png', 'name': 'Cube Vision', 'origin_country': 'US'}]",105,0,226,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,25,188,10,62116,3,6.6,8.2,266619,4,8,5.1,7.2,13,3,1,29,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",,,tt0388500
13,17880,Because of Winn-Dixie,2/18/2005,10208431,en,14000000,['US'],"[{'id': 25, 'logo_path': '/qZCc1lty5FzX30aOCVRBLzaVmcp.png', 'name': '20th Century Fox', 'origin_country': 'US'}]",106,0,113,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,43,161,10,39819,27,6,7.187,1030892,1,1,5.3,5.3,7,2,15,39,1,"[{'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,,tt0317132
14,9722,Bewitched,6/21/2005,20131130,en,85000000,['US'],"[{'id': 84893, 'logo_path': None, 'name': 'Bewitched', 'origin_country': ''}, {'id': 14440, 'logo_path': '/5QbaGiuxc91D6qf75JZGX6OKXoU.png', 'name': 'Red Wagon Entertainment', 'origin_country': 'US'}, {'id': 5, 'logo_path': '/71BqEFAF4V3qjjMPCpLuyJFB9A.png', 'name': 'Columbia Pictures', 'origin_country': 'US'}, {'id': 3614, 'logo_path': '/qFRpYYtU9iyVKDMpm3a8tN7Q7YE.png', 'name': 'Columbia Pictures Television', 'origin_country': 'US'}]",102,0,439,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,48,309,10,9248,28,6.05,7.409,57678,11,40,6.05,7.409,9,3,1,38,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]",,,tt0374536
15,8968,Boogeyman,2/4/2005,19020655,en,20000000,"['NZ', 'DE', 'US']","[{'id': 7893, 'logo_path': None, 'name': 'Pacific Renaissance Pictures', 'origin_country': 'NZ'}, {'id': 3287, 'logo_path': '/bz6GbCQQXGNE56LTW9dwgksW0Iw.png', 'name': 'Screen Gems', 'origin_country': 'US'}, {'id': 768, 'logo_path': None, 'name': 'Ghost House Pictures', 'origin_country': 'US'}, {'id': 830, 'logo_path': '/mYga54mrt5n4GUUcJxE6DmR2FKv.png', 'name': 'Senator International', 'origin_country': 'US'}]",89,0,414,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,8,42,8.5,56435,7,5.2,5.3,58321,3,6,3,7.958,12,3,11,72,0,"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",96937,Boogeyman Collection,tt0357507
16,142,Brokeback Mountain,10/22/2005,547425,en,14000000,['US'],"[{'id': 10146, 'logo_path': '/xnFIOeq5cKw09kCWqV7foWDe4AA.png', 'name': 'Focus Features', 'origin_country': 'US'}, {'id': 1246, 'logo_path': '/s0doRYEVWp3a4Y4Cg7R4fE9cwov.png', 'name': 'River Road Entertainment', 'origin_country': 'US'}, {'id': 3997, 'logo_path': None, 'name': 'Alberta Film Entertainment', 'origin_country': 'CA'}]",134,0,332,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,18,152,10,1614,22,7.25,7.6,1805,1,14,6.133,7.645,16,3,24,99,1,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,,tt0388795
17,308,Broken Flowers,7/31/2005,780408,en,10000000,['US'],"[{'id': 10146, 'logo_path': '/xnFIOeq5cKw09kCWqV7foWDe4AA.png', 'name': 'Focus Features', 'origin_country': 'US'}, {'id': 208, 'logo_path': '/bxQYlRhQu6nbohBEL0SWz8xIAGy.png', 'name': 'Bac Films', 'origin_country': 'FR'}, {'id': 22456, 'logo_path': None, 'name': 'Five Roses', 'origin_country': 'US'}]",106,0,301,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,43,239,10,4429,45,6.9,8,6403,39.5,79,6.5,8,29,4,18,186,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}]",,,tt0412019
18,398,Capote,9/30/2005,324857,en,7000000,['US'],"[{'id': 60, 'logo_path': '/1SEj4nyG3JPBSKBbFhtdcHRaIF9.png', 'name': 'United Artists', 'origin_country': 'US'}, {'id': 54281, 'logo_path': None, 'name': 'A-Line Pictures', 'origin_country': 'US'}, {'id': 213, 'logo_path': None, 'name': ""Cooper's Town"", 'origin_country': 'US'}, {'id': 54280, 'logo_path': None, 'name': 'Infinity Media', 'origin_country': 'US'}]",114,0,361,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,43,220,8,5345,3,7.1,7.1,5347,0,0,0,0,6,2,2,22,1,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",,,tt0379725
19,9681,Casanova,12/25/2005,119276,en,20000000,['US'],"[{'id': 44517, 'logo_path': None, 'name': 'Power', 'origin_country': ''}, {'id': 9195, 'logo_path': '/geK5QOBsXIPGHutKwXtYjMUyYSG.png', 'name': 'Touchstone Pictures', 'origin_country': 'US'}, {'id': 1557, 'logo_path': '/ccz9bqCu3jSFKbPFnfWmjAKZLBL.png', 'name': 'The Mark Gordon Company', 'origin_country': 'US'}, {'id': 75016, 'logo_path': None, 'name': 'Gondola Pictures', 'origin_country': ''}]",112,0,397,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,34,152,10,5306,40,6.2,10,21136,8,16,6.05,7.1,9,3,12,65,0,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,,tt0402894
20,118,Charlie and the Chocolate Factory,7/13/2005,56178450,en,150000000,['US'],"[{'id': 174, 'logo_path': '/zhD3hhtKB5qyv7ZeL4uLpNxgMVU.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}, {'id': 79, 'logo_path': '/at4uYdwAAgNRKhZuuFX8ShKSybw.png', 'name': 'Village Roadshow Pictures', 'origin_country': 'US'}, {'id': 80, 'logo_path': '/i6B0AIrUESLt5Fm6MOPXmuPhsvA.png', 'name': 'The Zanuck Company', 'origin_country': 'US'}, {'id': 81, 'logo_path': '/8wOfUhA7vwU2gbPjQy7Vv3EiF0o.png', 'name': 'Plan B Entertainment', 'origin_country': 'US'}, {'id': 55512, 'logo_path': None, 'name': 'Theobald Film Productions', 'origin_country': 'GB'}]",115,0,568,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,41,172,10,510,49,6.6,7.9,1300,17.5,35,6.4,7.761,37,2,26,194,0,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",,,tt0367594
21,9641,Cheaper by the Dozen 2,12/21/2005,9309387,en,60000000,"['US', 'CA']","[{'id': 25, 'logo_path': '/qZCc1lty5FzX30aOCVRBLzaVmcp.png', 'name': '20th Century Fox', 'origin_country': 'US'}, {'id': 2575, 'logo_path': '/9YJrHYlcfHtwtulkFMAies3aFEl.png', 'name': '21 Laps Entertainment', 'origin_country': 'US'}]",94,1,233,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,728,6.3,22,185,9,20739,41,5.988,7.76,67776,3,13,6.3,7.3,7,4,1,36,1,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}]",114783,Cheaper by the Dozen (2003) Collection,tt0452598
22,9982,Chicken Little,11/4/2005,40049778,en,150000000,['US'],"[{'id': 2, 'logo_path': '/wdrCwmRnLFJhEoH8GSfymY85KHT.png', 'name': 'Walt Disney Pictures', 'origin_country': 'US'}, {'id': 171656, 'logo_path': '/4UBohOtIr9DtxylH48Qsg6aDow6.png', 'name': 'Walt Disney Feature Animation', 'origin_country': 'US'}]",81,0,246,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,31,129,10,61411,9,7.2,7.562,11,5,32,7.0575,7.91,7,7,10,77,0,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]",,,tt0371606
23,921,Cinderella Man,6/2/2005,18320205,en,88000000,['US'],"[{'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}, {'id': 14, 'logo_path': '/m6AHu84oZQxvq7n1rsvMNJIAsMu.png', 'name': 'Miramax', 'origin_country': 'US'}, {'id': 23, 'logo_path': '/bJOFo2ufq7iFC1F4qZm8aLxF5aS.png', 'name': 'Imagine Entertainment', 'origin_country': 'US'}, {'id': 187063, 'logo_path': None, 'name': 'Brian Grazer Productions', 'origin_country': 'US'}, {'id': 1350, 'logo_path': None, 'name': 'Parkway Productions', 'origin_country': ''}]",144,0,518,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,28,122,10,6159,51,6.3,7.858,5575,14,14,6.2395,7.858,14,2,6,77,0,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",,,tt0352248
24,7214,Coach Carter,1/14/2005,24182961,en,30000000,['US'],"[{'id': 4, 'logo_path': '/gz66EfNoYPqHTYI4q9UEN4CbHRc.png', 'name': 'Paramount Pictures', 'origin_country': 'US'}, {'id': 746, 'logo_path': '/kc7bdIVTBkJYy9aDK1QDDTAL463.png', 'name': 'MTV Films', 'origin_country': 'US'}, {'id': 2184, 'logo_path': None, 'name': 'Tollin/Robbins Productions', 'origin_country': ''}]",136,0,314,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6,111,10,52038,11,6.7,10,53176,4.5,9,5.4,6.5,9,2,1,21,0,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",,,tt0393162
25,561,Constantine,2/8/2005,29769098,en,100000000,['US'],"[{'id': 79, 'logo_path': '/at4uYdwAAgNRKhZuuFX8ShKSybw.png', 'name': 'Village Roadshow Pictures', 'origin_country': 'US'}, {'id': 430, 'logo_path': None, 'name': 'Lonely Film Productions GmbH & Co. KG.', 'origin_country': 'DE'}, {'id': 431, 'logo_path': '/6dcR1MbRqYgt3jUVYxkHe68GFnZ.png', 'name': ""The Donners' Company"", 'origin_country': 'US'}, {'id': 432, 'logo_path': None, 'name': 'Batfilm Productions', 'origin_country': 'US'}, {'id': 433, 'logo_path': '/iafkKMpcRfEXq9a4sQf0h6tg2E2.png', 'name': 'Weed Road Pictures', 'origin_country': 'US'}, {'id': 174, 'logo_path': '/zhD3hhtKB5qyv7ZeL4uLpNxgMVU.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}, {'id': 787, 'logo_path': '/cCefBs1t7jxtiz3eCxBp9yxrxGx.png', 'name': '3 Arts Entertainment', 'origin_country': 'US'}, {'id': 165407, 'logo_path': '/5fnvtywvYSkskSJr99VcR3x9RTE.png', 'name': 'DC Vertigo', 'origin_country': 'US'}]",121,0,897,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,118,8.218,10943,5,7.3,9.1,10945,5,25,5.7,8,42,6,40,356,0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}]",1025281,Constantine Collection,tt0360486
26,3933,Corpse Bride,9/12/2005,388166,en,40000000,['US'],"[{'id': 8601, 'logo_path': '/kqubCH3sfBAk4znUj7hjqv8ffgi.png', 'name': 'Tim Burton Productions', 'origin_country': 'US'}, {'id': 11537, 'logo_path': '/AgCkAk8EpUG9fTmK6mWcaJA2Zwh.png', 'name': 'Laika', 'origin_country': 'US'}, {'id': 57751, 'logo_path': None, 'name': 'Patalex Productions', 'origin_country': 'GB'}, {'id': 174, 'logo_path': '/zhD3hhtKB5qyv7ZeL4uLpNxgMVU.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}, {'id': 1515, 'logo_path': '/bU7G4LZfEk9SxlnlU7uUdRgOmja.png', 'name': 'Will Vinton Studios', 'origin_country': 'US'}]",77,0,552,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,27,160,10,510,50,6.6,7.9,2302582,6.5,113,6.4,8,22,12,55,261,0,"[{'id': 10749, 'name': 'Romance'}, {'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}]",,,tt0121164
