,id,release,release_date,opening_revenue,genre_ids,budget,genres,origin_country,production_companies,production_countries,runtime,belongs_to_collection.id,belongs_to_collection.name,position_in_series,previous_film_release,previous_film_rating,cast_xp_median,cast_xp_sum,cast_rating_max,director_xp,director_rating_median,director_rating_max,writer_xp_median,writer_xp_sum,writer_rating_median,writer_rating_max,production_room,writers_room,sound_room,crew,based_on_novel
253,956,Mission: Impossible III,2006-04-25,47743273.0,"[12, 28, 53]",150000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",['US'],"[{'id': 4, 'logo_path': '/gz66EfNoYPqHTYI4q9UEN4CbHRc.png', 'name': 'Paramount Pictures', 'origin_country': 'US'}, {'id': 44, 'logo_path': '/6Hs6K20Hz1W9W1Tiam5QN2Kpx8V.png', 'name': 'Cruise/Wagner Productions', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",126,87359.0,Mission: Impossible Collection,3.0,2162.0,6.128,37.0,161.0,10.0,15.0,6.2,6.8,9.0,55.0,6.0,10.0,46.0,5.0,27.0,272.0,0.0
254,9297,Monster House,2006-06-30,22217226.0,"[16, 35, 10751, 14]",75000000,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",['US'],"[{'id': 11395, 'logo_path': '/5vSBzUwnCcaF90ZTchG3LwRKQ2M.png', 'name': 'ImageMovers', 'origin_country': 'US'}, {'id': 56, 'logo_path': '/cEaxANEisCqeEoRvODv2dO1I0iI.png', 'name': 'Amblin Entertainment', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",91,,,1.0,0.0,0.0,4.0,132.0,9.0,1.0,0.0,0.0,5.0,17.0,6.0,7.572,11.0,3.0,7.0,100.0,0.0
255,4474,My Super Ex-Girlfriend,2006-07-20,8603460.0,"[35, 878, 10749]",0,"[{'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10749, 'name': 'Romance'}]",['US'],"[{'id': 89632, 'logo_path': None, 'name': 'S E Productions Inc.', 'origin_country': ''}, {'id': 508, 'logo_path': '/7cxRWzi4LsVm4Utfpr1hfARNurT.png', 'name': 'Regency Enterprises', 'origin_country': 'US'}, {'id': 11733, 'logo_path': None, 'name': 'Pariah', 'origin_country': ''}, {'id': 10104, 'logo_path': '/wRn5HnYMGeJHmItRypgOZOC6gwY.png', 'name': 'New Regency Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",95,,,1.0,0.0,0.0,33.0,142.0,10.0,57.0,6.0,7.5,0.0,0.0,0.0,0.0,24.0,1.0,26.0,199.0,0.0
256,9353,Nacho Libre,2006-06-16,28309599.0,"[35, 10751, 18]",35000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 18, 'name': 'Drama'}]",['US'],"[{'id': 4, 'logo_path': '/gz66EfNoYPqHTYI4q9UEN4CbHRc.png', 'name': 'Paramount Pictures', 'origin_country': 'US'}, {'id': 2348, 'logo_path': '/oydqrfwRAm6qqdYbxuMmmPsVi87.png', 'name': 'Nickelodeon Movies', 'origin_country': 'US'}, {'id': 2777, 'logo_path': None, 'name': 'Black & White Productions', 'origin_country': ''}, {'id': 126304, 'logo_path': None, 'name': 'MP Inka', 'origin_country': 'DE'}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",92,,,1.0,0.0,0.0,3.0,63.0,10.0,8.0,6.1,6.77,5.0,25.0,6.1,7.1,29.0,5.0,27.0,137.0,0.0
257,1593,Night at the Museum,2006-12-20,30433781.0,"[28, 12, 35, 10751, 14]",110000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",['US'],"[{'id': 436, 'logo_path': '/A7WCkG3F0NFvjGCwUnclpGdIu9E.png', 'name': '1492 Pictures', 'origin_country': 'US'}, {'id': 2575, 'logo_path': '/9YJrHYlcfHtwtulkFMAies3aFEl.png', 'name': '21 Laps Entertainment', 'origin_country': 'US'}, {'id': 25, 'logo_path': '/qZCc1lty5FzX30aOCVRBLzaVmcp.png', 'name': '20th Century Fox', 'origin_country': 'US'}, {'id': 290, 'logo_path': '/jrgCuaQsY9ouP5ILZf4Dq4ZOkIX.png', 'name': 'Ingenious Media', 'origin_country': 'GB'}, {'id': 20035, 'logo_path': None, 'name': 'Sun Canada Productions', 'origin_country': 'CA'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",108,85943.0,Night at the Museum Collection,1.0,0.0,0.0,60.0,488.0,10.0,14.0,5.815,6.3,6.0,15.0,5.7,7.0,16.0,3.0,27.0,109.0,0.0
258,1259,Notes on a Scandal,2006-12-25,414487.0,"[18, 10749]",15000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",['GB'],"[{'id': 43, 'logo_path': '/4RgIPr55kBakgupWkzdDxqXJEqr.png', 'name': 'Fox Searchlight Pictures', 'origin_country': 'US'}, {'id': 284, 'logo_path': '/6a26if3IKy7mlrQuGHHVp6ufQtF.png', 'name': 'DNA Films', 'origin_country': 'GB'}, {'id': 2452, 'logo_path': '/6CLoZ59fLPG7UyxQtGTqRevjf58.png', 'name': 'UK Film Council', 'origin_country': 'GB'}, {'id': 288, 'logo_path': '/aW0IpM9d4Zjj978EqgDVSxXXhTj.png', 'name': 'BBC Film', 'origin_country': 'GB'}, {'id': 258, 'logo_path': None, 'name': 'Scott Rudin Productions', 'origin_country': 'US'}, {'id': 290, 'logo_path': '/jrgCuaQsY9ouP5ILZf4Dq4ZOkIX.png', 'name': 'Ingenious Media', 'origin_country': 'GB'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",92,,,1.0,0.0,0.0,47.0,218.0,10.0,38.0,2.75,8.0,5.5,11.0,6.0,8.5,29.0,2.0,40.0,173.0,1.0
259,15005,One Night with the King,2006-10-10,4326000.0,"[18, 36]",20000000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",['US'],"[{'id': 3957, 'logo_path': None, 'name': 'Gener8Xion Entertainment', 'origin_country': ''}, {'id': 26574, 'logo_path': None, 'name': 'Faith for Today', 'origin_country': ''}, {'id': 61334, 'logo_path': None, 'name': 'Trinity Broadcasting Network', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",123,,,1.0,0.0,0.0,15.0,215.0,10.0,9.0,5.7,6.8,3.0,3.0,4.7,4.7,10.0,3.0,10.0,61.0,1.0
260,7484,Open Season,2006-09-27,23624548.0,"[16, 10751, 12, 35]",85000000,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",['US'],"[{'id': 2251, 'logo_path': '/5ilV5mH3gxTEU7p5wjxptHvXkyr.png', 'name': 'Sony Pictures Animation', 'origin_country': 'US'}, {'id': 5, 'logo_path': '/71BqEFAF4V3qjjMPCpLuyJFB9A.png', 'name': 'Columbia Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",86,66761.0,Open Season Collection,1.0,0.0,0.0,25.0,170.0,10.0,14.0,7.4275,8.259,2.0,44.0,6.3,10.0,17.0,15.0,22.0,118.0,0.0
261,7518,Over the Hedge,2006-05-17,38457003.0,"[10751, 35, 16]",80000000,"[{'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}, {'id': 16, 'name': 'Animation'}]",['US'],"[{'id': 521, 'logo_path': '/3BPX5VGBov8SDqTV7wC1L1xShAS.png', 'name': 'DreamWorks Animation', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",83,,,1.0,0.0,0.0,23.0,264.0,10.0,8.0,6.7435,7.3,8.0,84.0,6.281,10.0,36.0,11.0,44.0,245.0,0.0
262,30139,Phat Girlz,2006-04-07,3109924.0,"[35, 10749]",3000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",['US'],"[{'id': 889, 'logo_path': None, 'name': 'Outlaw Productions', 'origin_country': 'US'}, {'id': 1975, 'logo_path': None, 'name': 'Sneak Preview Entertainment', 'origin_country': 'US'}, {'id': 43, 'logo_path': '/4RgIPr55kBakgupWkzdDxqXJEqr.png', 'name': 'Fox Searchlight Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",99,,,1.0,0.0,0.0,12.0,145.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,10.0,0.0
263,58,Pirates of the Caribbean: Dead Man's Chest,2006-07-06,135634554.0,"[12, 14, 28]",200000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]",['US'],"[{'id': 2, 'logo_path': '/wdrCwmRnLFJhEoH8GSfymY85KHT.png', 'name': 'Walt Disney Pictures', 'origin_country': 'US'}, {'id': 130, 'logo_path': '/c9dVHPOL3cqCr2593Ahk0nEKTEM.png', 'name': 'Jerry Bruckheimer Films', 'origin_country': 'US'}, {'id': 19936, 'logo_path': None, 'name': 'Second Mate Productions', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",151,295.0,Pirates of the Caribbean Collection,2.0,1093.0,7.8,54.0,244.0,10.0,8.0,6.05,7.806,19.0,74.0,6.974,7.8,35.0,6.0,32.0,297.0,0.0
264,503,Poseidon,2006-05-10,22155410.0,"[12, 28, 18, 53]",160000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",['US'],"[{'id': 449, 'logo_path': '/fV3x8bowlRCXKtkWDovLYco7cOK.png', 'name': 'Virtual Studios', 'origin_country': 'US'}, {'id': 18990, 'logo_path': None, 'name': 'Radiant Productions', 'origin_country': ''}, {'id': 1633, 'logo_path': None, 'name': 'Next Entertainment', 'origin_country': 'US'}, {'id': 14024, 'logo_path': None, 'name': 'Irwin Allen Productions', 'origin_country': ''}, {'id': 19943, 'logo_path': None, 'name': 'Synthesis Entertainment', 'origin_country': ''}, {'id': 174, 'logo_path': '/zhD3hhtKB5qyv7ZeL4uLpNxgMVU.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",98,,,1.0,0.0,0.0,28.0,197.0,10.0,45.0,6.1,8.1,16.0,32.0,5.75,8.0,34.0,2.0,24.0,265.0,1.0
266,9682,Pulse,2006-08-11,8203822.0,"[27, 878, 9648, 18]",38000000,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 9648, 'name': 'Mystery'}, {'id': 18, 'name': 'Drama'}]",['US'],"[{'id': 7405, 'logo_path': '/rfnws0uY8rsNAsrLbx3gEIcYXx3.png', 'name': 'Dimension Films', 'origin_country': 'US'}, {'id': 308, 'logo_path': '/e8F3mQM7DkJ5SfYYDp8FYzPBOGX.png', 'name': 'The Weinstein Company', 'origin_country': 'US'}, {'id': 85681, 'logo_path': '/1GZ94KYANlFvEyt6iUL0O3MAON4.png', 'name': 'Distant Horizon', 'origin_country': 'ZA'}, {'id': 2811, 'logo_path': None, 'name': 'Neo Art & Logic', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'RO', 'name': 'Romania'}, {'iso_3166_1': 'ZA', 'name': 'South Africa'}, {'iso_3166_1': 'UA', 'name': 'Ukraine'}]",88,124188.0,Pulse Collection,1.0,0.0,0.0,10.0,49.0,7.602,0.0,0.0,0.0,77.0,165.0,5.8,8.5,13.0,3.0,2.0,42.0,0.0
268,9952,Rescue Dawn,2006-09-09,110326.0,"[12, 18, 10752]",10000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",['US'],"[{'id': 56232, 'logo_path': None, 'name': 'Top Gun Productions', 'origin_country': 'US'}, {'id': 42004, 'logo_path': None, 'name': 'Thema Production', 'origin_country': 'LU'}, {'id': 54840, 'logo_path': None, 'name': 'Gibraltar Films', 'origin_country': ''}, {'id': 2623, 'logo_path': '/7Bkm1yUF0y8x6jw8dHRfzS3B6dq.png', 'name': 'Blue Rider Pictures', 'origin_country': 'US'}, {'id': 1403, 'logo_path': '/pMTQNUhHCwr39CsS7yUmSg503E7.png', 'name': 'Franchise Pictures', 'origin_country': 'US'}, {'id': 21, 'logo_path': '/usUnaYV6hQnlVAXP6r4HwrlLFPG.png', 'name': 'Metro-Goldwyn-Mayer', 'origin_country': 'US'}, {'id': 181992, 'logo_path': None, 'name': 'Mandate International', 'origin_country': 'US'}]","[{'iso_3166_1': 'LU', 'name': 'Luxembourg'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",120,,,1.0,0.0,0.0,33.0,153.0,10.0,136.0,6.8,8.5,136.0,136.0,6.8,8.5,17.0,1.0,11.0,47.0,0.0
269,1246,Rocky Balboa,2006-12-20,12158168.0,[18],24000000,"[{'id': 18, 'name': 'Drama'}]",['US'],"[{'id': 21, 'logo_path': '/usUnaYV6hQnlVAXP6r4HwrlLFPG.png', 'name': 'Metro-Goldwyn-Mayer', 'origin_country': 'US'}, {'id': 5, 'logo_path': '/71BqEFAF4V3qjjMPCpLuyJFB9A.png', 'name': 'Columbia Pictures', 'origin_country': 'US'}, {'id': 497, 'logo_path': '/wmxHM7w6JxbPwaopC6Sl4QSG2uH.png', 'name': 'Revolution Studios', 'origin_country': 'US'}, {'id': 12252, 'logo_path': None, 'name': 'Chartoff-Winkler Productions', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",102,1575.0,Rocky Collection,6.0,5878.0,5.8,9.0,177.0,10.0,27.0,6.2,7.8,54.0,54.0,6.2,7.8,26.0,2.0,21.0,180.0,0.0
271,7304,Running Scared,2006-01-06,3075000.0,"[28, 80, 18, 53]",17000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]","['DE', 'US']","[{'id': 2227, 'logo_path': None, 'name': 'True Grit Productions', 'origin_country': ''}, {'id': 1507, 'logo_path': None, 'name': 'International Production Company', 'origin_country': ''}, {'id': 18621, 'logo_path': None, 'name': 'Pierce/Williams Entertainment', 'origin_country': ''}, {'id': 5357, 'logo_path': '/19A0Ilxeh1bWMlyMtMgGzcNBn07.png', 'name': 'Zero Gravity Management', 'origin_country': 'US'}, {'id': 12, 'logo_path': '/2ycs64eqV5rqKYHyQK0GVoKGvfX.png', 'name': 'New Line Cinema', 'origin_country': 'US'}, {'id': 2226, 'logo_path': None, 'name': 'Media 8 Entertainment', 'origin_country': ''}, {'id': 10760, 'logo_path': None, 'name': 'VIP 1 Medienfonds', 'origin_country': ''}, {'id': 36326, 'logo_path': None, 'name': 'VIP 2 Medienfonds', 'origin_country': 'DE'}, {'id': 3799, 'logo_path': None, 'name': 'MDP Filmproduktion', 'origin_country': ''}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",122,,,1.0,0.0,0.0,16.0,131.0,9.0,5.0,6.699,6.699,5.0,5.0,6.699,6.699,35.0,1.0,16.0,120.0,0.0
272,7510,Running with Scissors,2006-10-27,226108.0,"[18, 35]",12000000,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",['US'],"[{'id': 559, 'logo_path': '/eC0bWHVjnjUducyA6YFoEFqnPMC.png', 'name': 'TriStar Pictures', 'origin_country': 'US'}, {'id': 81, 'logo_path': '/8wOfUhA7vwU2gbPjQy7Vv3EiF0o.png', 'name': 'Plan B Entertainment', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",116,,,1.0,0.0,0.0,26.0,193.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,4.0,35.0,0.0
273,9530,RV,2006-04-28,16414767.0,"[10751, 35, 10749, 18]",50000000,"[{'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",['US'],"[{'id': 5, 'logo_path': '/71BqEFAF4V3qjjMPCpLuyJFB9A.png', 'name': 'Columbia Pictures', 'origin_country': 'US'}, {'id': 7295, 'logo_path': '/62E1B91PxZw8q4KNkge5Qemo7EM.png', 'name': 'Relativity Media', 'origin_country': 'US'}, {'id': 14440, 'logo_path': '/5QbaGiuxc91D6qf75JZGX6OKXoU.png', 'name': 'Red Wagon Entertainment', 'origin_country': 'US'}, {'id': 19116, 'logo_path': None, 'name': 'IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG', 'origin_country': 'DE'}, {'id': 735, 'logo_path': None, 'name': 'Waverly Films', 'origin_country': 'US'}, {'id': 763, 'logo_path': '/mCnIVkImjm8rUxIpGR5NgrGlIYL.png', 'name': 'Intermedia', 'origin_country': 'GB'}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",99,,,1.0,0.0,0.0,9.0,189.0,10.0,33.0,6.47,7.8,2.0,2.0,5.3855,5.9,17.0,1.0,8.0,60.0,0.0
274,214,Saw III,2006-10-26,33610391.0,"[27, 53, 80]",10000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",['US'],"[{'id': 2061, 'logo_path': '/o9LbN33hRaj4qcebUv1bikyXeoB.png', 'name': 'Twisted Pictures', 'origin_country': 'US'}, {'id': 23019, 'logo_path': None, 'name': 'Evolution Entertainment', 'origin_country': ''}, {'id': 1632, 'logo_path': '/cisLn1YAUuptXVBa0xjq7ST9cH0.png', 'name': 'Lionsgate', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",108,656.0,Saw Collection,3.0,363.0,6.6,29.0,135.0,10.0,9.0,6.028,6.6,14.0,28.0,6.6,7.421,13.0,3.0,15.0,72.0,0.0
275,4257,Scary Movie 4,2006-04-12,40222875.0,[35],45000000,"[{'id': 35, 'name': 'Comedy'}]",['US'],"[{'id': 7405, 'logo_path': '/rfnws0uY8rsNAsrLbx3gEIcYXx3.png', 'name': 'Dimension Films', 'origin_country': 'US'}, {'id': 105220, 'logo_path': None, 'name': '415 Project', 'origin_country': ''}, {'id': 10958, 'logo_path': None, 'name': 'Brad Grey Pictures', 'origin_country': ''}, {'id': 14, 'logo_path': '/m6AHu84oZQxvq7n1rsvMNJIAsMu.png', 'name': 'Miramax', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",83,4246.0,Scary Movie Collection,4.0,901.0,5.971,15.0,122.0,10.0,27.0,6.786,10.0,26.0,69.0,6.215,7.295,26.0,3.0,24.0,193.0,0.0
276,9842,School for Scoundrels,2006-09-29,8602333.0,"[35, 10749]",20000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",['US'],"[{'id': 7405, 'logo_path': '/rfnws0uY8rsNAsrLbx3gEIcYXx3.png', 'name': 'Dimension Films', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",100,,,1.0,0.0,0.0,30.0,144.0,10.0,15.0,6.6,6.8,4.0,46.0,6.2,7.0,12.0,5.0,8.0,48.0,1.0
277,512,Scoop,2006-07-27,3003000.0,"[35, 9648]",4000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 9648, 'name': 'Mystery'}]","['US', 'GB']","[{'id': 288, 'logo_path': '/aW0IpM9d4Zjj978EqgDVSxXXhTj.png', 'name': 'BBC Film', 'origin_country': 'GB'}, {'id': 290, 'logo_path': '/jrgCuaQsY9ouP5ILZf4Dq4ZOkIX.png', 'name': 'Ingenious Media', 'origin_country': 'GB'}, {'id': 7316, 'logo_path': None, 'name': 'Phoenix Wiley Productions', 'origin_country': 'GB'}, {'id': 136057, 'logo_path': None, 'name': 'Jelly Roll Productions', 'origin_country': 'US'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",96,,,1.0,0.0,0.0,45.0,217.0,10.0,94.0,6.712,10.0,94.0,94.0,6.712,10.0,28.0,1.0,13.0,100.0,0.0
278,10007,See No Evil,2006-05-19,4581233.0,"[27, 53]",8000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]","['US', 'AU']","[{'id': 35, 'logo_path': '/wxrHa3nZ1K4zo65p56991INkGo6.png', 'name': 'Lions Gate Films', 'origin_country': 'US'}, {'id': 10339, 'logo_path': '/dU7bjpBabgAd6R8INdVAyCjQ70w.png', 'name': 'WWE Studios', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",84,296872.0,See No Evil Collection,1.0,0.0,0.0,3.0,117.0,10.0,80.0,4.9,10.0,0.0,0.0,0.0,0.0,14.0,1.0,15.0,119.0,0.0
279,9655,She's the Man,2006-03-17,10730372.0,"[35, 10749]",20000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",['US'],"[{'id': 126, 'logo_path': '/kADPanRDkKTxncPXXVahvHPUvCj.png', 'name': 'Lakeshore Entertainment', 'origin_country': 'US'}, {'id': 7, 'logo_path': '/vru2SssLX3FPhnKZGtYw00pVIS9.png', 'name': 'DreamWorks Pictures', 'origin_country': 'US'}, {'id': 431, 'logo_path': '/6dcR1MbRqYgt3jUVYxkHe68GFnZ.png', 'name': ""The Donners' Company"", 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",105,,,1.0,0.0,0.0,7.0,69.0,9.5,3.0,4.9,5.205,3.0,6.0,6.8,7.592,20.0,4.0,33.0,185.0,0.0
280,588,Silent Hill,2006-04-21,20152598.0,"[27, 9648]",50000000,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]","['CA', 'FR']","[{'id': 341, 'logo_path': None, 'name': 'Silent Hill DCP Inc.', 'origin_country': 'CA'}, {'id': 342, 'logo_path': '/kZ99mxyNvNgyAFjm7rcl9vfYmU8.png', 'name': 'Davis Films', 'origin_country': 'FR'}, {'id': 55914, 'logo_path': '/fLZm5yRhOmaYb82wvCMOPiClMMB.png', 'name': 'Konami', 'origin_country': 'JP'}, {'id': 10146, 'logo_path': '/xnFIOeq5cKw09kCWqV7foWDe4AA.png', 'name': 'Focus Features', 'origin_country': 'US'}, {'id': 559, 'logo_path': '/eC0bWHVjnjUducyA6YFoEFqnPMC.png', 'name': 'TriStar Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'JP', 'name': 'Japan'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",125,64748.0,Silent Hill Collection,1.0,0.0,0.0,21.0,145.0,10.0,9.0,6.4,7.0,19.0,19.0,6.0,8.488,11.0,3.0,27.0,119.0,0.0
281,9035,Slither,2006-03-31,3880270.0,"[27, 878, 35]",15000000,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 35, 'name': 'Comedy'}]","['CA', 'US']","[{'id': 655, 'logo_path': None, 'name': 'Strike Entertainment', 'origin_country': 'US'}, {'id': 122531, 'logo_path': None, 'name': 'Slither Productions', 'origin_country': ''}, {'id': 12026, 'logo_path': '/l1Y8SRH3EaElU2niZQLT3I8tOFp.png', 'name': 'Gold Circle Films', 'origin_country': 'US'}, {'id': 1063, 'logo_path': '/fpVBhNnopOZwGuF0gg99oBHp1ht.png', 'name': 'Brightlight Pictures', 'origin_country': 'CA'}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",95,,,1.0,0.0,0.0,16.0,130.0,10.0,18.0,6.0,10.0,18.0,18.0,6.0,10.0,27.0,1.0,21.0,163.0,0.0
282,7516,Smokin' Aces,2006-12-09,14638755.0,"[28, 35, 80, 53]",17000000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]","['US', 'GB']","[{'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}, {'id': 10163, 'logo_path': '/16KWBMmfPX0aJzDExDrPxSLj0Pg.png', 'name': 'Working Title Films', 'origin_country': 'GB'}, {'id': 694, 'logo_path': '/5LEHONGkZBIoWvp1ygHOF8iyi1M.png', 'name': 'StudioCanal', 'origin_country': 'FR'}, {'id': 7295, 'logo_path': '/62E1B91PxZw8q4KNkge5Qemo7EM.png', 'name': 'Relativity Media', 'origin_country': 'US'}, {'id': 7419, 'logo_path': '/xePgQxppZtgSMICGgnKAWlVobt7.png', 'name': 'Scion Films', 'origin_country': 'GB'}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",109,96680.0,Smokin' Aces Collection,1.0,0.0,0.0,23.0,122.0,8.5,10.0,5.4,6.7,10.0,10.0,5.4,6.7,18.0,1.0,24.0,202.0,0.0
283,326,Snakes on a Plane,2006-08-17,13850000.0,"[28, 12, 80, 27, 53]",33000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",['US'],"[{'id': 12, 'logo_path': '/2ycs64eqV5rqKYHyQK0GVoKGvfX.png', 'name': 'New Line Cinema', 'origin_country': 'US'}, {'id': 762, 'logo_path': '/3T7EpKcS13viHu3WzRtQGvi9sTY.png', 'name': 'Mutual Film Company', 'origin_country': 'US'}, {'id': 174617, 'logo_path': None, 'name': 'Meradin Zweite Productions', 'origin_country': ''}, {'id': 15763, 'logo_path': None, 'name': 'Eyetronics', 'origin_country': ''}, {'id': 128586, 'logo_path': '/yWQ4zz1kSEPmChJDN3rloRGYJQy.png', 'name': 'H2L Media Group', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",105,,,1.0,0.0,0.0,14.0,173.0,10.0,104.0,6.0,8.165,7.0,7.0,5.6,6.102,39.0,4.0,21.0,200.0,0.0
284,15363,Something New,2006-01-29,5016000.0,"[35, 18, 10749]",0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",['US'],"[{'id': 37, 'logo_path': '/wniaiKc5UCnC8qZcNKZNYwdKnUv.png', 'name': 'Gramercy Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",99,,,1.0,0.0,0.0,12.0,69.0,10.0,2.0,3.55,7.1,0.0,0.0,0.0,0.0,4.0,1.0,2.0,12.0,0.0
