,id,release,release_date,opening_revenue,percent_of_total_revenue,opening_theaters,genre_ids,original_language,popularity,vote_average,vote_count,budget,genres,imdb_id,origin_country,production_companies,production_countries,revenue,runtime,belongs_to_collection.id,belongs_to_collection.name,position_in_series,previous_film_release,previous_film_rating,cast_xp_median,cast_xp_sum,cast_rating_max,director,director_xp,director_rating_median,director_rating_max,writer,writer_xp_median,writer_xp_sum,writer_rating_median,writer_rating_max,production_room,writers_room,sound_room,crew,based_on_novel
0,59,A History of Violence,2005-09-23,"$364,000",1.20%,14,"[18, 53, 80]",en,23.726,7.2,3193,32000000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",tt0399146,['US'],"[{'id': 12, 'logo_path': '/2ycs64eqV5rqKYHyQK0GVoKGvfX.png', 'name': 'New Line Cinema', 'origin_country': 'US'}, {'id': 6363, 'logo_path': None, 'name': 'BenderSpink', 'origin_country': 'US'}, {'id': 11508, 'logo_path': None, 'name': 'Media I! Filmproduktion München & Company', 'origin_country': 'DE'}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",60740827,96,,,1.0,0.0,0.0,43.0,177.0,8.5,224.0,102.0,4.9,7.411,306.0,3.5,7.0,4.7,5.8,13.0,3.0,18.0,73.0,0.0
1,8976,A Lot Like Love,2005-04-21,"$7,576,593",34.70%,"2,502","[35, 18, 10749]",en,12.853,6.8,1262,30000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",tt0391304,['US'],"[{'id': 2977, 'logo_path': None, 'name': 'Kevin Messick Productions', 'origin_country': ''}, {'id': 9195, 'logo_path': '/geK5QOBsXIPGHutKwXtYjMUyYSG.png', 'name': 'Touchstone Pictures', 'origin_country': 'US'}, {'id': 2976, 'logo_path': None, 'name': 'Mile High Productions', 'origin_country': ''}, {'id': 10157, 'logo_path': '/iMTZBY3vbW1PMKbdVh50j1Z21WU.png', 'name': 'Beacon Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",42886719,107,,,1.0,0.0,0.0,12.0,71.0,7.574,24248.0,3.0,6.5,6.532,56459.0,,0.0,,,5.0,1.0,13.0,36.0,0.0
2,10077,A Sound of Thunder,2005-05-15,"$917,398",48.30%,816,"[53, 878, 12, 28]",en,17.001,4.8,381,80000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}]",tt0318081,"['GB', 'US']","[{'id': 1403, 'logo_path': '/pMTQNUhHCwr39CsS7yUmSg503E7.png', 'name': 'Franchise Pictures', 'origin_country': 'US'}, {'id': 2978, 'logo_path': None, 'name': 'Crusader Entertainment', 'origin_country': ''}, {'id': 16850, 'logo_path': None, 'name': 'ApolloMedia', 'origin_country': 'DE'}, {'id': 2234, 'logo_path': None, 'name': 'Baldwin Entertainment Group', 'origin_country': ''}, {'id': 87847, 'logo_path': None, 'name': 'Coco', 'origin_country': ''}, {'id': 2755, 'logo_path': None, 'name': 'Dante Entertainment', 'origin_country': ''}, {'id': 2979, 'logo_path': None, 'name': 'ETIC Films', 'origin_country': 'CZ'}, {'id': 1171, 'logo_path': None, 'name': 'Epsilon Motion Pictures', 'origin_country': 'CH'}, {'id': 87848, 'logo_path': None, 'name': 'Film 111', 'origin_country': ''}, {'id': 2980, 'logo_path': None, 'name': 'Forge', 'origin_country': ''}, {'id': 87849, 'logo_path': None, 'name': 'Jericho Productions Ltd.', 'origin_country': ''}, {'id': 87850, 'logo_path': None, 'name': 'MFF (Sound of Thunder)', 'origin_country': ''}, {'id': 87851, 'logo_path': None, 'name': 'Matrix Film Finance', 'origin_country': ''}, {'id': 2981, 'logo_path': None, 'name': 'QI Quality International GmbH Co. KG', 'origin_country': ''}, {'id': 87852, 'logo_path': None, 'name': 'Scenario Lane Productions', 'origin_country': ''}, {'id': 174, 'logo_path': '/zhD3hhtKB5qyv7ZeL4uLpNxgMVU.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}, {'id': 26147, 'logo_path': None, 'name': 'Mobius International', 'origin_country': 'US'}]","[{'iso_3166_1': 'CZ', 'name': 'Czech Republic'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'CH', 'name': 'Switzerland'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",11700000,101,,,1.0,0.0,0.0,21.0,114.0,10.0,37710.0,45.0,6.0,7.5,53297.0,6.0,62.0,5.9565,10.0,31.0,4.0,16.0,133.0,0.0
3,8202,Æon Flux,2005-11-30,"$12,661,112",48.90%,"2,608","[878, 28, 53]",en,22.86,5.6,2194,62000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",tt0402022,['US'],"[{'id': 4, 'logo_path': '/gz66EfNoYPqHTYI4q9UEN4CbHRc.png', 'name': 'Paramount Pictures', 'origin_country': 'US'}, {'id': 126, 'logo_path': '/kADPanRDkKTxncPXXVahvHPUvCj.png', 'name': 'Lakeshore Entertainment', 'origin_country': 'US'}, {'id': 11533, 'logo_path': '/tWM9pmzVYxok4GbQIttxdcml1yT.png', 'name': 'Valhalla Motion Pictures', 'origin_country': 'US'}, {'id': 746, 'logo_path': '/kc7bdIVTBkJYy9aDK1QDDTAL463.png', 'name': 'MTV Films', 'origin_country': 'US'}, {'id': 6041, 'logo_path': None, 'name': '(Colossal) Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'DE', 'name': 'Germany'}]",53321673,93,,,1.0,0.0,0.0,23.0,130.0,10.0,54025.0,2.0,6.3,6.3,54047.0,4.0,17.0,6.6,10.0,33.0,3.0,21.0,187.0,0.0
4,22559,Aliens of the Deep,2005-01-28,"$479,368",5.30%,27,[99],en,12.978,6.1,67,0,"[{'id': 99, 'name': 'Documentary'}]",tt0417415,['US'],"[{'id': 2, 'logo_path': '/wdrCwmRnLFJhEoH8GSfymY85KHT.png', 'name': 'Walt Disney Pictures', 'origin_country': 'US'}, {'id': 10221, 'logo_path': '/99VfWRgKasZoyK9UVB39gnYvFrZ.png', 'name': 'Walden Media', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",0,95,,,1.0,0.0,0.0,2.0,27.0,8.4,2710.0,45.0,7.0,8.1,1192052.0,7.0,7.0,6.9,7.9,5.0,1.0,1.0,13.0,0.0
5,12142,Alone in the Dark,2005-01-28,"$2,834,421",54.70%,"2,124","[28, 14, 27]",en,14.815,3.2,601,20000000,"[{'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}]",tt0369226,['US'],"[{'id': 1062, 'logo_path': None, 'name': 'Boll Kino Beteiligungs GmbH & Co. KG', 'origin_country': 'DE'}, {'id': 1063, 'logo_path': '/fpVBhNnopOZwGuF0gg99oBHp1ht.png', 'name': 'Brightlight Pictures', 'origin_country': 'CA'}, {'id': 1064, 'logo_path': None, 'name': 'Herold Productions', 'origin_country': 'DE'}, {'id': 2998, 'logo_path': None, 'name': 'Infogrames Entertainment', 'origin_country': 'FR'}, {'id': 102932, 'logo_path': None, 'name': 'AITD Productions', 'origin_country': ''}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",12693645,98,149704.0,Alone in the Dark Collection,1.0,0.0,0.0,21.0,132.0,10.0,23799.0,22.0,2.9,4.8,40607.0,1.0,2.0,4.5355,5.971,24.0,3.0,15.0,143.0,0.0
6,1947,An Unfinished Life,2005-09-09,"$749,000",8.70%,139,[18],en,16.702,6.8,621,30000000,"[{'id': 18, 'name': 'Drama'}]",tt0350261,['US'],"[{'id': 14, 'logo_path': '/m6AHu84oZQxvq7n1rsvMNJIAsMu.png', 'name': 'Miramax', 'origin_country': 'US'}, {'id': 497, 'logo_path': '/wmxHM7w6JxbPwaopC6Sl4QSG2uH.png', 'name': 'Revolution Studios', 'origin_country': 'US'}, {'id': 7380, 'logo_path': None, 'name': 'Initial Entertainment Group', 'origin_country': 'US'}, {'id': 7965, 'logo_path': '/eZ6DeFO1mhHtzxB1aACcEzKqQ7L.png', 'name': 'The Ladd Company', 'origin_country': 'US'}, {'id': 20376, 'logo_path': None, 'name': 'Kalis Productions GmbH & Co. Zweite KG', 'origin_country': ''}, {'id': 810, 'logo_path': None, 'name': 'Persistent Entertainment', 'origin_country': ''}, {'id': 20377, 'logo_path': None, 'name': 'Unfinished Films', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'DE', 'name': 'Germany'}]",18618284,108,,,1.0,0.0,0.0,32.0,211.0,10.0,5306.0,38.0,6.1,10.0,20184.0,4.0,4.0,5.8,6.0,18.0,2.0,2.0,53.0,0.0
7,11637,Are We There Yet?,2005-01-20,"$18,575,214",22.50%,"2,709","[10751, 12, 35, 10749]",en,17.85,5.643,961,32000000,"[{'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",tt0368578,['US'],"[{'id': 497, 'logo_path': '/wmxHM7w6JxbPwaopC6Sl4QSG2uH.png', 'name': 'Revolution Studios', 'origin_country': 'US'}, {'id': 2780, 'logo_path': '/hgdyY2exOpOXG3EkQR8WsUAUNBZ.png', 'name': 'Cube Vision', 'origin_country': 'US'}, {'id': 5, 'logo_path': '/71BqEFAF4V3qjjMPCpLuyJFB9A.png', 'name': 'Columbia Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",97918663,95,176118.0,The Are We Collection,1.0,0.0,0.0,22.0,85.0,10.0,13581.0,11.0,5.4,6.3,70114.0,6.0,29.0,6.2,7.3,12.0,6.0,8.0,99.0,0.0
8,8978,Assault on Precinct 13,2005-01-19,"$7,000,000",-,"2,297","[53, 28, 12, 80, 18]",en,13.791,6.167,1069,30000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",tt0398712,['US'],"[{'id': 134, 'logo_path': None, 'name': 'Rogue Pictures', 'origin_country': 'US'}, {'id': 729, 'logo_path': '/hNxGdbddbsDDnEWJ7RNLcGCRSLQ.png', 'name': 'Why Not Productions', 'origin_country': 'FR'}, {'id': 20449, 'logo_path': None, 'name': 'Liaison Films', 'origin_country': 'FR'}, {'id': 20450, 'logo_path': None, 'name': 'Biscayne Pictures', 'origin_country': ''}, {'id': 4253, 'logo_path': '/qgFBsEmKTckDM0Fk6ZTB8RyW0Rc.png', 'name': 'Don Carmody Productions', 'origin_country': 'CA'}, {'id': 10146, 'logo_path': '/xnFIOeq5cKw09kCWqV7foWDe4AA.png', 'name': 'Focus Features', 'origin_country': 'US'}, {'id': 153818, 'logo_path': None, 'name': 'Outlaw Pictures', 'origin_country': ''}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",35294470,109,,,1.0,0.0,0.0,34.0,185.0,8.308,58324.0,7.0,5.5,5.9,11770.0,43.5,87.0,6.1,8.1,27.0,2.0,30.0,141.0,0.0
9,13341,Bad News Bears,2005-07-22,"$11,382,472",34.60%,"3,183",[35],en,18.441,5.864,257,30000000,"[{'id': 35, 'name': 'Comedy'}]",tt0408524,['US'],"[{'id': 3490, 'logo_path': None, 'name': 'Media Talent Group', 'origin_country': 'US'}, {'id': 11510, 'logo_path': '/gg3gP2wHNNfOfLKdXGjYC9qJ9ok.png', 'name': 'Detour Filmproduction', 'origin_country': 'US'}, {'id': 4, 'logo_path': '/gz66EfNoYPqHTYI4q9UEN4CbHRc.png', 'name': 'Paramount Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",34252847,113,,,1.0,0.0,0.0,41.0,121.0,10.0,564.0,33.0,6.9,8.2,56412.0,2.0,9.0,5.8,8.1,2.0,3.0,1.0,15.0,0.0
10,272,Batman Begins,2005-06-10,"$48,745,440",23.70%,"3,858","[28, 80, 18]",en,62.41,7.7,20827,150000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",tt0372784,['US'],"[{'id': 174, 'logo_path': '/zhD3hhtKB5qyv7ZeL4uLpNxgMVU.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}, {'id': 429, 'logo_path': '/2Tc1P3Ac8M479naPp1kYT3izLS5.png', 'name': 'DC', 'origin_country': 'US'}, {'id': 9996, 'logo_path': '/3tvBqYsBhxWeHlu62SIJ1el93O7.png', 'name': 'Syncopy', 'origin_country': 'GB'}, {'id': 923, 'logo_path': '/8M99Dkt23MjQMTTWukq4m5XsEuo.png', 'name': 'Legendary Pictures', 'origin_country': 'US'}, {'id': 19231, 'logo_path': None, 'name': 'Patalex III Productions Limited', 'origin_country': ''}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",374218673,140,263.0,The Dark Knight Collection,1.0,0.0,0.0,48.0,287.0,10.0,525.0,24.0,6.515,8.181,525.0,18.0,57.0,5.9,8.181,39.0,3.0,28.0,238.0,0.0
11,4551,Be Cool,2005-03-04,"$23,450,212",41.80%,"3,216","[35, 80]",en,12.671,5.457,868,53000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",tt0377471,['US'],"[{'id': 21, 'logo_path': '/usUnaYV6hQnlVAXP6r4HwrlLFPG.png', 'name': 'Metro-Goldwyn-Mayer', 'origin_country': 'US'}, {'id': 216, 'logo_path': '/iKPzC6YxqNAk6fMoTtFhIF5p6yw.png', 'name': 'Jersey Films', 'origin_country': 'US'}, {'id': 215, 'logo_path': '/tQyeqkCj24krhY2W8qeAztcOS37.png', 'name': 'Double Feature Films', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",95200000,118,91698.0,Chili Palmer Collection,2.0,3423.0,6.47,35.0,247.0,10.0,37932.0,8.0,7.1285,8.2,2235.0,19.0,38.0,5.75,9.5,9.0,2.0,3.0,61.0,1.0
12,14177,Beauty Shop,2005-04-22,"$12,801,465",35.20%,"2,659","[35, 10749]",en,15.03,6.324,500,25000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",tt0388500,['US'],"[{'id': 21, 'logo_path': '/usUnaYV6hQnlVAXP6r4HwrlLFPG.png', 'name': 'Metro-Goldwyn-Mayer', 'origin_country': 'US'}, {'id': 2780, 'logo_path': '/hgdyY2exOpOXG3EkQR8WsUAUNBZ.png', 'name': 'Cube Vision', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",36351350,105,,,1.0,0.0,0.0,25.0,188.0,10.0,62116.0,3.0,6.6,8.2,266619.0,4.0,8.0,5.1,7.2,13.0,3.0,1.0,29.0,0.0
13,17880,Because of Winn-Dixie,2005-02-18,"$10,208,431",31.30%,"3,188","[10751, 35, 18]",en,13.171,6.3,225,14000000,"[{'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",tt0317132,['US'],"[{'id': 25, 'logo_path': '/qZCc1lty5FzX30aOCVRBLzaVmcp.png', 'name': '20th Century Fox', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",32645546,106,,,1.0,0.0,0.0,43.0,161.0,10.0,39819.0,27.0,6.0,7.187,1073799.0,1.0,1.0,5.3,5.3,7.0,2.0,15.0,39.0,1.0
14,9722,Bewitched,2005-06-21,"$20,131,130",31.80%,"3,174","[35, 14, 10749]",en,17.293,5.054,1523,85000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]",tt0374536,['US'],"[{'id': 84893, 'logo_path': None, 'name': 'Bewitched', 'origin_country': ''}, {'id': 14440, 'logo_path': '/5QbaGiuxc91D6qf75JZGX6OKXoU.png', 'name': 'Red Wagon Entertainment', 'origin_country': 'US'}, {'id': 5, 'logo_path': '/71BqEFAF4V3qjjMPCpLuyJFB9A.png', 'name': 'Columbia Pictures', 'origin_country': 'US'}, {'id': 3614, 'logo_path': '/qFRpYYtU9iyVKDMpm3a8tN7Q7YE.png', 'name': 'Columbia Pictures Television', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",131426169,102,,,1.0,0.0,0.0,48.0,309.0,10.0,9248.0,28.0,6.05,7.4,57678.0,11.0,40.0,6.05,7.4,9.0,3.0,1.0,38.0,0.0
15,8968,Boogeyman,2005-02-04,"$19,020,655",40.70%,"3,052","[53, 27, 18, 9648]",en,13.884,5.0,745,20000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",tt0357507,"['NZ', 'DE', 'US']","[{'id': 7893, 'logo_path': None, 'name': 'Pacific Renaissance Pictures', 'origin_country': 'NZ'}, {'id': 3287, 'logo_path': '/bz6GbCQQXGNE56LTW9dwgksW0Iw.png', 'name': 'Screen Gems', 'origin_country': 'US'}, {'id': 768, 'logo_path': None, 'name': 'Ghost House Pictures', 'origin_country': 'US'}, {'id': 830, 'logo_path': '/mYga54mrt5n4GUUcJxE6DmR2FKv.png', 'name': 'Senator International', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",67192859,89,96937.0,Boogeyman Collection,1.0,0.0,0.0,8.0,42.0,8.5,56435.0,7.0,5.2,5.3,58321.0,3.0,6.0,3.0,8.0,12.0,3.0,11.0,72.0,0.0
16,142,Brokeback Mountain,2005-10-22,"$547,425",0.70%,5,"[18, 10749]",en,60.708,7.8,6890,14000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",tt0388795,['US'],"[{'id': 10146, 'logo_path': '/xnFIOeq5cKw09kCWqV7foWDe4AA.png', 'name': 'Focus Features', 'origin_country': 'US'}, {'id': 1246, 'logo_path': '/s0doRYEVWp3a4Y4Cg7R4fE9cwov.png', 'name': 'River Road Entertainment', 'origin_country': 'US'}, {'id': 3997, 'logo_path': None, 'name': 'Alberta Film Entertainment', 'origin_country': 'CA'}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",178043761,134,,,1.0,0.0,0.0,18.0,152.0,10.0,1614.0,22.0,7.25,7.562,1805.0,1.0,14.0,6.133,7.6,16.0,3.0,24.0,99.0,1.0
17,308,Broken Flowers,2005-07-31,"$780,408",5.70%,27,"[35, 18, 9648, 10749]",en,21.804,6.9,1310,10000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}]",tt0412019,['US'],"[{'id': 10146, 'logo_path': '/xnFIOeq5cKw09kCWqV7foWDe4AA.png', 'name': 'Focus Features', 'origin_country': 'US'}, {'id': 208, 'logo_path': '/bxQYlRhQu6nbohBEL0SWz8xIAGy.png', 'name': 'Bac Films', 'origin_country': 'FR'}, {'id': 22456, 'logo_path': None, 'name': 'Five Roses', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'FR', 'name': 'France'}]",46720491,106,,,1.0,0.0,0.0,43.0,239.0,10.0,4429.0,45.0,6.9,8.0,6403.0,39.5,79.0,6.5,8.0,29.0,4.0,18.0,186.0,0.0
18,398,Capote,2005-09-30,"$324,857",1.10%,12,"[80, 18]",en,7.814,7.0,1424,7000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",tt0379725,['US'],"[{'id': 60, 'logo_path': '/4YldLvCWQL9VIAHQ2Fu3Ffkh9Si.png', 'name': 'United Artists', 'origin_country': 'US'}, {'id': 54281, 'logo_path': None, 'name': 'A-Line Pictures', 'origin_country': 'US'}, {'id': 213, 'logo_path': None, 'name': ""Cooper's Town"", 'origin_country': 'US'}, {'id': 54280, 'logo_path': None, 'name': 'Infinity Media', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",49327405,114,,,1.0,0.0,0.0,43.0,220.0,8.0,5345.0,3.0,7.1,7.1,5347.0,,0.0,,,6.0,2.0,2.0,22.0,1.0
19,9681,Casanova,2005-12-25,"$119,276",1.10%,37,"[12, 35, 18, 10749]",en,15.567,6.445,871,20000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",tt0402894,['US'],"[{'id': 44517, 'logo_path': None, 'name': 'Power', 'origin_country': ''}, {'id': 9195, 'logo_path': '/geK5QOBsXIPGHutKwXtYjMUyYSG.png', 'name': 'Touchstone Pictures', 'origin_country': 'US'}, {'id': 1557, 'logo_path': '/ccz9bqCu3jSFKbPFnfWmjAKZLBL.png', 'name': 'The Mark Gordon Company', 'origin_country': 'US'}, {'id': 75016, 'logo_path': None, 'name': 'Gondola Pictures', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",37700000,112,,,1.0,0.0,0.0,34.0,152.0,10.0,5306.0,40.0,6.2,10.0,21136.0,8.0,16.0,6.05,7.113,9.0,3.0,12.0,65.0,0.0
20,118,Charlie and the Chocolate Factory,2005-07-13,"$56,178,450",27.20%,"3,770","[12, 35, 10751, 14]",en,90.104,7.05,15056,150000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",tt0367594,['US'],"[{'id': 174, 'logo_path': '/zhD3hhtKB5qyv7ZeL4uLpNxgMVU.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}, {'id': 79, 'logo_path': '/at4uYdwAAgNRKhZuuFX8ShKSybw.png', 'name': 'Village Roadshow Pictures', 'origin_country': 'US'}, {'id': 80, 'logo_path': '/i6B0AIrUESLt5Fm6MOPXmuPhsvA.png', 'name': 'The Zanuck Company', 'origin_country': 'US'}, {'id': 81, 'logo_path': '/8wOfUhA7vwU2gbPjQy7Vv3EiF0o.png', 'name': 'Plan B Entertainment', 'origin_country': 'US'}, {'id': 55512, 'logo_path': None, 'name': 'Theobald Film Productions', 'origin_country': 'GB'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",475000000,115,,,1.0,0.0,0.0,41.0,172.0,10.0,510.0,49.0,6.6,7.9,1299.0,17.5,35.0,6.35,7.761,37.0,2.0,26.0,194.0,0.0
21,9641,Cheaper by the Dozen 2,2005-12-21,"$9,309,387",11.30%,"3,175","[35, 10751, 12]",en,18.054,6.2,1961,60000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}]",tt0452598,"['US', 'CA']","[{'id': 25, 'logo_path': '/qZCc1lty5FzX30aOCVRBLzaVmcp.png', 'name': '20th Century Fox', 'origin_country': 'US'}, {'id': 2575, 'logo_path': '/9YJrHYlcfHtwtulkFMAies3aFEl.png', 'name': '21 Laps Entertainment', 'origin_country': 'US'}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",129181830,94,114783.0,Cheaper by the Dozen (2003) Collection,2.0,728.0,6.3,22.0,185.0,9.0,20739.0,41.0,5.988,7.761,52696.0,3.0,13.0,6.3,7.3,7.0,4.0,1.0,36.0,1.0
22,9982,Chicken Little,2005-11-04,"$40,049,778",29.60%,"3,654","[16, 10751, 35]",en,43.022,5.891,3866,150000000,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]",tt0371606,['US'],"[{'id': 2, 'logo_path': '/wdrCwmRnLFJhEoH8GSfymY85KHT.png', 'name': 'Walt Disney Pictures', 'origin_country': 'US'}, {'id': 171656, 'logo_path': '/4UBohOtIr9DtxylH48Qsg6aDow6.png', 'name': 'Walt Disney Feature Animation', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",314400000,81,,,1.0,0.0,0.0,31.0,129.0,10.0,61411.0,9.0,7.2,7.563,11.0,5.0,32.0,7.05,7.91,7.0,7.0,10.0,77.0,0.0
23,921,Cinderella Man,2005-06-02,"$18,320,205",29.70%,"2,812","[10749, 18, 36]",en,17.555,7.5,2153,88000000,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",tt0352248,['US'],"[{'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}, {'id': 14, 'logo_path': '/m6AHu84oZQxvq7n1rsvMNJIAsMu.png', 'name': 'Miramax', 'origin_country': 'US'}, {'id': 23, 'logo_path': '/bJOFo2ufq7iFC1F4qZm8aLxF5aS.png', 'name': 'Imagine Entertainment', 'origin_country': 'US'}, {'id': 187063, 'logo_path': None, 'name': 'Brian Grazer Productions', 'origin_country': 'US'}, {'id': 1350, 'logo_path': None, 'name': 'Parkway Productions', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",108539911,144,,,1.0,0.0,0.0,28.0,122.0,10.0,6159.0,51.0,6.3,7.858,5575.0,14.0,14.0,6.24,7.858,14.0,2.0,6.0,77.0,0.0
24,7214,Coach Carter,2005-01-14,"$24,182,961",36%,"2,524","[18, 36]",en,50.832,7.585,2922,30000000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",tt0393162,['US'],"[{'id': 4, 'logo_path': '/gz66EfNoYPqHTYI4q9UEN4CbHRc.png', 'name': 'Paramount Pictures', 'origin_country': 'US'}, {'id': 746, 'logo_path': '/kc7bdIVTBkJYy9aDK1QDDTAL463.png', 'name': 'MTV Films', 'origin_country': 'US'}, {'id': 2184, 'logo_path': None, 'name': 'Tollin/Robbins Productions', 'origin_country': ''}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",76669554,136,,,1.0,0.0,0.0,6.0,111.0,10.0,52038.0,11.0,6.7,10.0,53176.0,4.5,9.0,5.4,6.5,9.0,2.0,1.0,21.0,0.0
