,id,release,release_date,opening_revenue,percent_of_total_revenue,opening_theaters,genre_ids,original_language,popularity,vote_average,vote_count,budget,genres,imdb_id,origin_country,production_companies,production_countries,revenue,runtime,belongs_to_collection.id,belongs_to_collection.name,position_in_series,previous_film_release,previous_film_rating,cast_xp_median,cast_xp_sum,cast_rating_max,director,director_xp,director_rating_median,director_rating_max,writer,writer_xp_median,writer_xp_sum,writer_rating_median,writer_rating_max,production_room,writers_room,sound_room,crew,based_on_novel
259,15005,One Night with the King,2006-10-10,"$4,326,000",-,909,"[18, 36]",en,12.554,6.6,66,20000000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",tt0430431,['US'],"[{'id': 3957, 'logo_path': None, 'name': 'Gener8Xion Entertainment', 'origin_country': ''}, {'id': 26574, 'logo_path': None, 'name': 'Faith for Today', 'origin_country': ''}, {'id': 61334, 'logo_path': None, 'name': 'Trinity Broadcasting Network', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",13728450,123,,,1.0,0.0,0.0,15.0,215.0,10.0,87178.0,9.0,5.7,6.8,87432.0,3.0,3.0,4.7,4.7,10.0,3.0,10.0,61.0,1.0
260,7484,Open Season,2006-09-27,"$23,624,548",27.80%,"3,833","[16, 10751, 12, 35]",en,34.278,6.155,2713,85000000,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",tt0400717,['US'],"[{'id': 2251, 'logo_path': '/5ilV5mH3gxTEU7p5wjxptHvXkyr.png', 'name': 'Sony Pictures Animation', 'origin_country': 'US'}, {'id': 5, 'logo_path': '/71BqEFAF4V3qjjMPCpLuyJFB9A.png', 'name': 'Columbia Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",197300000,86,66761.0,Open Season Collection,1.0,0.0,0.0,25.0,170.0,10.0,15812.0,14.0,7.4275,8.259,2472755.0,2.0,44.0,6.3,10.0,17.0,15.0,22.0,118.0,0.0
261,7518,Over the Hedge,2006-05-17,"$38,457,003",24.80%,"4,059","[10751, 35, 16]",en,36.492,6.561,4417,80000000,"[{'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}, {'id': 16, 'name': 'Animation'}]",tt0327084,['US'],"[{'id': 521, 'logo_path': '/3BPX5VGBov8SDqTV7wC1L1xShAS.png', 'name': 'DreamWorks Animation', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",343397247,83,,,1.0,0.0,0.0,23.0,264.0,10.0,52845.0,8.0,6.7435,7.3,1678634.0,8.0,84.0,6.281,10.0,36.0,11.0,44.0,245.0,0.0
262,30139,Phat Girlz,2006-04-07,"$3,109,924",44.00%,"1,060","[35, 10749]",en,11.463,4.8,58,3000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",tt0490196,['US'],"[{'id': 889, 'logo_path': None, 'name': 'Outlaw Productions', 'origin_country': 'US'}, {'id': 1975, 'logo_path': None, 'name': 'Sneak Preview Entertainment', 'origin_country': 'US'}, {'id': 43, 'logo_path': '/4RgIPr55kBakgupWkzdDxqXJEqr.png', 'name': 'Fox Searchlight Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",7301115,99,,,1.0,0.0,0.0,12.0,145.0,10.0,1039544.0,0.0,,,1039544.0,,0.0,,,4.0,1.0,1.0,10.0,0.0
263,58,Pirates of the Caribbean: Dead Man's Chest,2006-07-06,"$135,634,554",32.00%,"4,133","[12, 14, 28]",en,122.821,7.4,15813,200000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]",tt0383574,['US'],"[{'id': 2, 'logo_path': '/wdrCwmRnLFJhEoH8GSfymY85KHT.png', 'name': 'Walt Disney Pictures', 'origin_country': 'US'}, {'id': 130, 'logo_path': '/c9dVHPOL3cqCr2593Ahk0nEKTEM.png', 'name': 'Jerry Bruckheimer Films', 'origin_country': 'US'}, {'id': 19936, 'logo_path': None, 'name': 'Second Mate Productions', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1065700000,151,295.0,Pirates of the Caribbean Collection,2.0,1093.0,7.8,54.0,244.0,10.0,1704.0,8.0,6.05,7.806,1707.0,19.0,74.0,6.974,7.8,35.0,6.0,32.0,297.0,0.0
264,503,Poseidon,2006-05-10,"$22,155,410",36.50%,"3,555","[12, 28, 18, 53]",en,25.559,5.8,2114,160000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",tt0409182,['US'],"[{'id': 449, 'logo_path': '/fV3x8bowlRCXKtkWDovLYco7cOK.png', 'name': 'Virtual Studios', 'origin_country': 'US'}, {'id': 18990, 'logo_path': None, 'name': 'Radiant Productions', 'origin_country': ''}, {'id': 1633, 'logo_path': None, 'name': 'Next Entertainment', 'origin_country': 'US'}, {'id': 14024, 'logo_path': None, 'name': 'Irwin Allen Productions', 'origin_country': ''}, {'id': 19943, 'logo_path': None, 'name': 'Synthesis Entertainment', 'origin_country': ''}, {'id': 174, 'logo_path': '/zhD3hhtKB5qyv7ZeL4uLpNxgMVU.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",181700000,98,,,1.0,0.0,0.0,28.0,197.0,10.0,5231.0,45.0,6.1,8.1,6855.0,16.0,32.0,5.75,8.0,34.0,2.0,24.0,265.0,1.0
265,750989,Pride,2006-06-10,"$3,533,300",50.10%,"1,518",[],en,0.608,1.0,1,0,[],tt6547658,['US'],[],[],0,45,,,1.0,0.0,0.0,,,,1314222.0,0.0,,,,,,,,0.0,0.0,0.0,1.0,0.0
266,9682,Pulse,2006-08-11,"$8,203,822",40.50%,"2,323","[27, 878, 9648, 18]",en,11.153,5.1,511,38000000,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 9648, 'name': 'Mystery'}, {'id': 18, 'name': 'Drama'}]",tt0454919,['US'],"[{'id': 7405, 'logo_path': '/rfnws0uY8rsNAsrLbx3gEIcYXx3.png', 'name': 'Dimension Films', 'origin_country': 'US'}, {'id': 308, 'logo_path': '/e8F3mQM7DkJ5SfYYDp8FYzPBOGX.png', 'name': 'The Weinstein Company', 'origin_country': 'US'}, {'id': 85681, 'logo_path': '/1GZ94KYANlFvEyt6iUL0O3MAON4.png', 'name': 'Distant Horizon', 'origin_country': 'ZA'}, {'id': 2811, 'logo_path': None, 'name': 'Neo Art & Logic', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'RO', 'name': 'Romania'}, {'iso_3166_1': 'ZA', 'name': 'South Africa'}, {'iso_3166_1': 'UA', 'name': 'Ukraine'}]",29907685,88,124188.0,Pulse Collection,1.0,0.0,0.0,10.0,49.0,7.602,58514.0,0.0,,,5140.0,77.0,165.0,5.8,8.5,13.0,3.0,2.0,42.0,0.0
267,535650,Release,2006-07-30,Opening,% of Total,Open Th,[],en,0.002,0.0,0,0,[],tt5495210,['US'],"[{'id': 169994, 'logo_path': None, 'name': 'Harmony Image Productions', 'origin_country': ''}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",0,13,,,1.0,0.0,0.0,,,,1358196.0,0.0,,,,,,,,0.0,0.0,0.0,1.0,0.0
268,9952,Rescue Dawn,2006-09-09,"$110,326",2%,6,"[12, 18, 10752]",en,18.038,6.9,1241,10000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",tt0462504,['US'],"[{'id': 56232, 'logo_path': None, 'name': 'Top Gun Productions', 'origin_country': 'US'}, {'id': 42004, 'logo_path': None, 'name': 'Thema Production', 'origin_country': 'LU'}, {'id': 54840, 'logo_path': None, 'name': 'Gibraltar Films', 'origin_country': ''}, {'id': 2623, 'logo_path': '/7Bkm1yUF0y8x6jw8dHRfzS3B6dq.png', 'name': 'Blue Rider Pictures', 'origin_country': 'US'}, {'id': 1403, 'logo_path': '/pMTQNUhHCwr39CsS7yUmSg503E7.png', 'name': 'Franchise Pictures', 'origin_country': 'US'}, {'id': 21, 'logo_path': '/usUnaYV6hQnlVAXP6r4HwrlLFPG.png', 'name': 'Metro-Goldwyn-Mayer', 'origin_country': 'US'}, {'id': 181992, 'logo_path': None, 'name': 'Mandate International', 'origin_country': 'US'}]","[{'iso_3166_1': 'LU', 'name': 'Luxembourg'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",7177143,120,,,1.0,0.0,0.0,33.0,153.0,10.0,6818.0,136.0,6.8,8.5,6818.0,136.0,136.0,6.8,8.5,17.0,1.0,11.0,47.0,0.0
269,1246,Rocky Balboa,2006-12-20,"$12,158,168",17.30%,"3,017",[18],en,45.765,6.872,3433,24000000,"[{'id': 18, 'name': 'Drama'}]",tt0479143,['US'],"[{'id': 21, 'logo_path': '/usUnaYV6hQnlVAXP6r4HwrlLFPG.png', 'name': 'Metro-Goldwyn-Mayer', 'origin_country': 'US'}, {'id': 5, 'logo_path': '/71BqEFAF4V3qjjMPCpLuyJFB9A.png', 'name': 'Columbia Pictures', 'origin_country': 'US'}, {'id': 497, 'logo_path': '/wmxHM7w6JxbPwaopC6Sl4QSG2uH.png', 'name': 'Revolution Studios', 'origin_country': 'US'}, {'id': 12252, 'logo_path': None, 'name': 'Chartoff-Winkler Productions', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",155900000,102,1575.0,Rocky Collection,6.0,5878.0,5.8,9.0,177.0,10.0,16483.0,27.0,6.2,7.8,16483.0,54.0,54.0,6.2,7.8,26.0,2.0,21.0,180.0,0.0
270,18085,Roving Mars,2006-01-27,"$412,337",4.00%,27,[99],en,2.906,7.2,32,0,"[{'id': 99, 'name': 'Documentary'}]",tt0436595,['US'],"[{'id': 2, 'logo_path': '/wdrCwmRnLFJhEoH8GSfymY85KHT.png', 'name': 'Walt Disney Pictures', 'origin_country': 'US'}, {'id': 862, 'logo_path': '/vdK6ZhC2CSW36j0VPEavRxOpbEg.png', 'name': 'The Kennedy/Marshall Company', 'origin_country': 'US'}, {'id': 1879, 'logo_path': None, 'name': 'White Mountain Films', 'origin_country': ''}, {'id': 48698, 'logo_path': '/g93vV2z8Oh6xoTU3VJGBotsc02N.png', 'name': 'NASA', 'origin_country': 'US'}, {'id': 54935, 'logo_path': None, 'name': 'Lockheed Martin', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",0,40,,,1.0,0.0,0.0,1.0,103.0,8.6,42081.0,10.0,7.092,7.4,1053054.0,5.5,11.0,7.092,7.4,5.0,2.0,1.0,11.0,0.0
271,7304,Running Scared,2006-01-06,"$3,075,000",-,"1,611","[28, 80, 18, 53]",en,14.151,7.0,1017,17000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",tt0404390,"['DE', 'US']","[{'id': 2227, 'logo_path': None, 'name': 'True Grit Productions', 'origin_country': ''}, {'id': 1507, 'logo_path': None, 'name': 'International Production Company', 'origin_country': ''}, {'id': 18621, 'logo_path': None, 'name': 'Pierce/Williams Entertainment', 'origin_country': ''}, {'id': 5357, 'logo_path': '/19A0Ilxeh1bWMlyMtMgGzcNBn07.png', 'name': 'Zero Gravity Management', 'origin_country': 'US'}, {'id': 12, 'logo_path': '/2ycs64eqV5rqKYHyQK0GVoKGvfX.png', 'name': 'New Line Cinema', 'origin_country': 'US'}, {'id': 2226, 'logo_path': None, 'name': 'Media 8 Entertainment', 'origin_country': ''}, {'id': 10760, 'logo_path': None, 'name': 'VIP 1 Medienfonds', 'origin_country': ''}, {'id': 36326, 'logo_path': None, 'name': 'VIP 2 Medienfonds', 'origin_country': 'DE'}, {'id': 3799, 'logo_path': None, 'name': 'MDP Filmproduktion', 'origin_country': ''}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",9500000,122,,,1.0,0.0,0.0,16.0,131.0,9.0,19000.0,5.0,6.699,6.699,19000.0,5.0,5.0,6.699,6.699,35.0,1.0,16.0,120.0,0.0
272,7510,Running with Scissors,2006-10-27,"$226,108",3%,8,"[18, 35]",en,10.294,5.8,235,12000000,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",tt0439289,['US'],"[{'id': 559, 'logo_path': '/eC0bWHVjnjUducyA6YFoEFqnPMC.png', 'name': 'TriStar Pictures', 'origin_country': 'US'}, {'id': 81, 'logo_path': '/8wOfUhA7vwU2gbPjQy7Vv3EiF0o.png', 'name': 'Plan B Entertainment', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",6754898,116,,,1.0,0.0,0.0,26.0,193.0,10.0,52779.0,0.0,,,52781.0,,0.0,,,8.0,2.0,4.0,35.0,0.0
273,9530,RV,2006-04-28,"$16,414,767",22.90%,"3,639","[10751, 35, 10749, 18]",en,24.69,5.868,1653,50000000,"[{'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",tt0449089,['US'],"[{'id': 5, 'logo_path': '/71BqEFAF4V3qjjMPCpLuyJFB9A.png', 'name': 'Columbia Pictures', 'origin_country': 'US'}, {'id': 7295, 'logo_path': '/62E1B91PxZw8q4KNkge5Qemo7EM.png', 'name': 'Relativity Media', 'origin_country': 'US'}, {'id': 14440, 'logo_path': '/5QbaGiuxc91D6qf75JZGX6OKXoU.png', 'name': 'Red Wagon Entertainment', 'origin_country': 'US'}, {'id': 19116, 'logo_path': None, 'name': 'IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG', 'origin_country': 'DE'}, {'id': 735, 'logo_path': None, 'name': 'Waverly Films', 'origin_country': 'US'}, {'id': 763, 'logo_path': '/mCnIVkImjm8rUxIpGR5NgrGlIYL.png', 'name': 'Intermedia', 'origin_country': 'GB'}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",87528173,99,,,1.0,0.0,0.0,9.0,189.0,10.0,5174.0,33.0,6.47,7.8,57856.0,2.0,2.0,5.3855,5.9,17.0,1.0,8.0,60.0,0.0
274,214,Saw III,2006-10-26,"$33,610,391",41.90%,"3,167","[27, 53, 80]",en,60.515,6.404,4465,10000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",tt0489270,['US'],"[{'id': 2061, 'logo_path': '/o9LbN33hRaj4qcebUv1bikyXeoB.png', 'name': 'Twisted Pictures', 'origin_country': 'US'}, {'id': 23019, 'logo_path': None, 'name': 'Evolution Entertainment', 'origin_country': ''}, {'id': 1632, 'logo_path': '/cisLn1YAUuptXVBa0xjq7ST9cH0.png', 'name': 'Lionsgate', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",164876498,108,656.0,Saw Collection,3.0,363.0,6.6,29.0,135.0,10.0,2675.0,9.0,6.028,6.6,2128.0,14.0,28.0,6.6,7.421,13.0,3.0,15.0,72.0,0.0
275,4257,Scary Movie 4,2006-04-12,"$40,222,875",44%,"3,602",[35],en,54.815,5.5,3216,45000000,"[{'id': 35, 'name': 'Comedy'}]",tt0362120,['US'],"[{'id': 7405, 'logo_path': '/rfnws0uY8rsNAsrLbx3gEIcYXx3.png', 'name': 'Dimension Films', 'origin_country': 'US'}, {'id': 105220, 'logo_path': None, 'name': '415 Project', 'origin_country': ''}, {'id': 10958, 'logo_path': None, 'name': 'Brad Grey Pictures', 'origin_country': ''}, {'id': 14, 'logo_path': '/m6AHu84oZQxvq7n1rsvMNJIAsMu.png', 'name': 'Miramax', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",178262620,83,4246.0,Scary Movie Collection,4.0,901.0,5.971,15.0,122.0,10.0,12987.0,27.0,6.786,10.0,35796.0,26.0,69.0,6.215,7.295,26.0,3.0,24.0,193.0,0.0
276,9842,School for Scoundrels,2006-09-29,"$8,602,333",48.30%,"3,004","[35, 10749]",en,14.13,5.4,348,20000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",tt0462519,['US'],"[{'id': 7405, 'logo_path': '/rfnws0uY8rsNAsrLbx3gEIcYXx3.png', 'name': 'Dimension Films', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",17800000,100,,,1.0,0.0,0.0,30.0,144.0,10.0,57130.0,15.0,6.6,6.8,1298523.0,4.0,46.0,6.2,7.0,12.0,5.0,8.0,48.0,1.0
277,512,Scoop,2006-07-27,"$3,003,000",-,538,"[35, 9648]",en,13.84,6.6,1606,4000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 9648, 'name': 'Mystery'}]",tt0457513,"['US', 'GB']","[{'id': 288, 'logo_path': '/aW0IpM9d4Zjj978EqgDVSxXXhTj.png', 'name': 'BBC Film', 'origin_country': 'GB'}, {'id': 290, 'logo_path': '/jrgCuaQsY9ouP5ILZf4Dq4ZOkIX.png', 'name': 'Ingenious Media', 'origin_country': 'GB'}, {'id': 7316, 'logo_path': None, 'name': 'Phoenix Wiley Productions', 'origin_country': 'GB'}, {'id': 136057, 'logo_path': None, 'name': 'Jelly Roll Productions', 'origin_country': 'US'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",31584901,96,,,1.0,0.0,0.0,45.0,217.0,10.0,1243.0,94.0,6.712,10.0,1243.0,94.0,94.0,6.712,10.0,28.0,1.0,13.0,100.0,0.0
278,10007,See No Evil,2006-05-19,"$4,581,233",30.50%,"1,257","[27, 53]",en,19.21,5.445,633,8000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",tt0437179,"['US', 'AU']","[{'id': 35, 'logo_path': '/wxrHa3nZ1K4zo65p56991INkGo6.png', 'name': 'Lions Gate Films', 'origin_country': 'US'}, {'id': 10339, 'logo_path': '/dU7bjpBabgAd6R8INdVAyCjQ70w.png', 'name': 'WWE Studios', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",18700000,84,296872.0,See No Evil Collection,1.0,0.0,0.0,3.0,117.0,10.0,61894.0,80.0,4.9,10.0,61900.0,,0.0,,,14.0,1.0,15.0,119.0,0.0
279,9655,She's the Man,2006-03-17,"$10,730,372",31.80%,"2,623","[35, 10749]",en,30.85,6.813,2956,20000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",tt0454945,['US'],"[{'id': 126, 'logo_path': '/kADPanRDkKTxncPXXVahvHPUvCj.png', 'name': 'Lakeshore Entertainment', 'origin_country': 'US'}, {'id': 7, 'logo_path': '/vru2SssLX3FPhnKZGtYw00pVIS9.png', 'name': 'DreamWorks Pictures', 'origin_country': 'US'}, {'id': 431, 'logo_path': '/6dcR1MbRqYgt3jUVYxkHe68GFnZ.png', 'name': ""The Donners' Company"", 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",33900000,105,,,1.0,0.0,0.0,7.0,69.0,9.5,58375.0,3.0,4.9,5.205,40590.0,3.0,6.0,6.8,7.592,20.0,4.0,33.0,185.0,0.0
280,588,Silent Hill,2006-04-21,"$20,152,598",42.90%,"2,926","[27, 9648]",en,41.664,6.573,4249,50000000,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",tt0384537,"['CA', 'FR']","[{'id': 341, 'logo_path': None, 'name': 'Silent Hill DCP Inc.', 'origin_country': 'CA'}, {'id': 342, 'logo_path': '/kZ99mxyNvNgyAFjm7rcl9vfYmU8.png', 'name': 'Davis Films', 'origin_country': 'FR'}, {'id': 55914, 'logo_path': '/fLZm5yRhOmaYb82wvCMOPiClMMB.png', 'name': 'Konami', 'origin_country': 'JP'}, {'id': 10146, 'logo_path': '/xnFIOeq5cKw09kCWqV7foWDe4AA.png', 'name': 'Focus Features', 'origin_country': 'US'}, {'id': 559, 'logo_path': '/eC0bWHVjnjUducyA6YFoEFqnPMC.png', 'name': 'TriStar Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'JP', 'name': 'Japan'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",100605135,125,64748.0,Silent Hill Collection,1.0,0.0,0.0,21.0,145.0,10.0,8296.0,9.0,6.4,7.0,4511303.0,19.0,19.0,6.0,8.488,11.0,3.0,27.0,119.0,0.0
281,9035,Slither,2006-03-31,"$3,880,270",49.70%,"1,945","[27, 878, 35]",en,19.919,6.544,1528,15000000,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 35, 'name': 'Comedy'}]",tt0439815,"['CA', 'US']","[{'id': 655, 'logo_path': None, 'name': 'Strike Entertainment', 'origin_country': 'US'}, {'id': 122531, 'logo_path': None, 'name': 'Slither Productions', 'origin_country': ''}, {'id': 12026, 'logo_path': '/l1Y8SRH3EaElU2niZQLT3I8tOFp.png', 'name': 'Gold Circle Films', 'origin_country': 'US'}, {'id': 1063, 'logo_path': '/fpVBhNnopOZwGuF0gg99oBHp1ht.png', 'name': 'Brightlight Pictures', 'origin_country': 'CA'}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",12800000,95,,,1.0,0.0,0.0,16.0,130.0,10.0,15218.0,18.0,6.0,10.0,15218.0,18.0,18.0,6.0,10.0,27.0,1.0,21.0,163.0,0.0
282,7516,Smokin' Aces,2006-12-09,"$14,638,755",40.90%,"2,218","[28, 35, 80, 53]",en,18.426,6.5,1621,17000000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",tt0475394,"['US', 'GB']","[{'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}, {'id': 10163, 'logo_path': '/16KWBMmfPX0aJzDExDrPxSLj0Pg.png', 'name': 'Working Title Films', 'origin_country': 'GB'}, {'id': 694, 'logo_path': '/5LEHONGkZBIoWvp1ygHOF8iyi1M.png', 'name': 'StudioCanal', 'origin_country': 'FR'}, {'id': 7295, 'logo_path': '/62E1B91PxZw8q4KNkge5Qemo7EM.png', 'name': 'Relativity Media', 'origin_country': 'US'}, {'id': 7419, 'logo_path': '/xePgQxppZtgSMICGgnKAWlVobt7.png', 'name': 'Scion Films', 'origin_country': 'GB'}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",57103895,109,96680.0,Smokin' Aces Collection,1.0,0.0,0.0,23.0,122.0,8.5,40223.0,10.0,5.4,6.7,40223.0,10.0,10.0,5.4,6.7,18.0,1.0,24.0,202.0,0.0
283,326,Snakes on a Plane,2006-08-17,"$13,850,000",-,"3,555","[28, 12, 80, 27, 53]",en,19.674,5.445,1747,33000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",tt0417148,['US'],"[{'id': 12, 'logo_path': '/2ycs64eqV5rqKYHyQK0GVoKGvfX.png', 'name': 'New Line Cinema', 'origin_country': 'US'}, {'id': 762, 'logo_path': '/3T7EpKcS13viHu3WzRtQGvi9sTY.png', 'name': 'Mutual Film Company', 'origin_country': 'US'}, {'id': 174617, 'logo_path': None, 'name': 'Meradin Zweite Productions', 'origin_country': ''}, {'id': 15763, 'logo_path': None, 'name': 'Eyetronics', 'origin_country': ''}, {'id': 128586, 'logo_path': '/yWQ4zz1kSEPmChJDN3rloRGYJQy.png', 'name': 'H2L Media Group', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",62022014,105,,,1.0,0.0,0.0,14.0,173.0,10.0,4755.0,104.0,6.0,8.165,19656.0,7.0,7.0,5.6,6.102,39.0,4.0,21.0,200.0,0.0
284,15363,Something New,2006-01-29,"$5,016,000",-,"1,265","[35, 18, 10749]",en,12.631,6.452,231,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",tt0437777,['US'],"[{'id': 37, 'logo_path': '/wniaiKc5UCnC8qZcNKZNYwdKnUv.png', 'name': 'Gramercy Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",11400000,99,,,1.0,0.0,0.0,12.0,69.0,10.0,64140.0,2.0,3.55,7.1,82946.0,,0.0,,,4.0,1.0,2.0,12.0,0.0
285,10069,Stay Alive,2006-03-24,"$10,726,406",46.50%,"2,009","[27, 9648, 53]",en,14.981,5.8,734,9000000,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",tt0441796,['US'],"[{'id': 158, 'logo_path': '/6SHlNIype9zmyEMRsBtoueUtLsq.png', 'name': 'Spyglass Entertainment', 'origin_country': 'US'}, {'id': 4022, 'logo_path': '/q6Xts6ztGkTHrY1WfHttlhL3Pfc.png', 'name': 'Wonderland Sound and Vision', 'origin_country': 'US'}, {'id': 915, 'logo_path': '/4neXXpjSJDZPBGBnfWtqysB5htV.png', 'name': 'Hollywood Pictures', 'origin_country': 'US'}, {'id': 1205, 'logo_path': '/wQX3t4qtxm7gBQE3RHuoLghgb73.png', 'name': 'Endgame Entertainment', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",27105095,86,,,1.0,0.0,0.0,5.0,32.0,7.1,62768.0,4.0,3.0,3.0,62770.0,4.0,4.0,3.0,3.0,20.0,2.0,5.0,74.0,0.0
286,9762,Step Up,2006-08-11,"$20,659,573",31.60%,"2,467","[10402, 18, 10749, 80]",en,22.273,6.9,3666,12000000,"[{'id': 10402, 'name': 'Music'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 80, 'name': 'Crime'}]",tt0462590,['US'],"[{'id': 74192, 'logo_path': None, 'name': 'Eketahuna LLC', 'origin_country': ''}, {'id': 9195, 'logo_path': '/geK5QOBsXIPGHutKwXtYjMUyYSG.png', 'name': 'Touchstone Pictures', 'origin_country': 'US'}, {'id': 491, 'logo_path': '/5LvDUt3KmvRnXQ4NrdWJYHeuA8J.png', 'name': 'Summit Entertainment', 'origin_country': 'US'}, {'id': 2378, 'logo_path': '/5xDJwLbyyt8IXuRAsR7kVibLDYF.png', 'name': 'Offspring Entertainment', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",114194847,104,86092.0,Step Up Collection,1.0,0.0,0.0,5.0,43.0,8.615,29214.0,12.0,6.1,6.651,56855.0,8.0,8.0,6.513,6.526,9.0,3.0,4.0,31.0,0.0
